P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,253,729,209,39,22,46,23
2,0,326,573,196,51,45,58,72
3,0,248,605,250,103,40,45,29
4,0,237,613,247,65,61,51,47
5,0,239,645,238,56,34,81,27
