label,seed,risk_source,risk_dir,method,alpha,rho,tail_quantile,tail_sharpness,hard_tail,high_risk_threshold,year,clip
Stable-Tail-NodeCalib-a005,9,Stable-Tail-NodeCalib-a005_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha005_splitB_seed9_floor_0p01,node_calibration,0.05,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,0,Stable-Tail-NodeCalib-a010_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed0_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,1,Stable-Tail-NodeCalib-a010_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed1_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,2,Stable-Tail-NodeCalib-a010_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed2_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,3,Stable-Tail-NodeCalib-a010_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed3_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,4,Stable-Tail-NodeCalib-a010_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed4_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,5,Stable-Tail-NodeCalib-a010_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed5_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,6,Stable-Tail-NodeCalib-a010_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed6_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,7,Stable-Tail-NodeCalib-a010_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed7_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,8,Stable-Tail-NodeCalib-a010_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed8_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a010,9,Stable-Tail-NodeCalib-a010_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha010_splitB_seed9_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,0,Stable-Tail-NodeCalib-a020_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed0_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,1,Stable-Tail-NodeCalib-a020_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed1_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,2,Stable-Tail-NodeCalib-a020_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed2_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,3,Stable-Tail-NodeCalib-a020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed3_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,4,Stable-Tail-NodeCalib-a020_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed4_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,5,Stable-Tail-NodeCalib-a020_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed5_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,6,Stable-Tail-NodeCalib-a020_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed6_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,7,Stable-Tail-NodeCalib-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed7_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,8,Stable-Tail-NodeCalib-a020_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed8_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a020,9,Stable-Tail-NodeCalib-a020_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha020_splitB_seed9_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,0,Stable-Tail-NodeCalib-a030_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed0_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,1,Stable-Tail-NodeCalib-a030_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed1_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,2,Stable-Tail-NodeCalib-a030_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed2_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,3,Stable-Tail-NodeCalib-a030_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed3_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,4,Stable-Tail-NodeCalib-a030_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed4_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,5,Stable-Tail-NodeCalib-a030_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed5_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,6,Stable-Tail-NodeCalib-a030_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed6_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,7,Stable-Tail-NodeCalib-a030_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed7_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,8,Stable-Tail-NodeCalib-a030_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed8_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-NodeCalib-a030,9,Stable-Tail-NodeCalib-a030_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_alpha030_splitB_seed9_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,0,Stable-Tail-MatrixEns-r005_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,1,Stable-Tail-MatrixEns-r005_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,2,Stable-Tail-MatrixEns-r005_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,3,Stable-Tail-MatrixEns-r005_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,4,Stable-Tail-MatrixEns-r005_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,5,Stable-Tail-MatrixEns-r005_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,6,Stable-Tail-MatrixEns-r005_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,7,Stable-Tail-MatrixEns-r005_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,8,Stable-Tail-MatrixEns-r005_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r005,9,Stable-Tail-MatrixEns-r005_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho005_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,0,Stable-Tail-MatrixEns-r010_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,1,Stable-Tail-MatrixEns-r010_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,2,Stable-Tail-MatrixEns-r010_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,3,Stable-Tail-MatrixEns-r010_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,4,Stable-Tail-MatrixEns-r010_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,5,Stable-Tail-MatrixEns-r010_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,6,Stable-Tail-MatrixEns-r010_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,7,Stable-Tail-MatrixEns-r010_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,8,Stable-Tail-MatrixEns-r010_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r010,9,Stable-Tail-MatrixEns-r010_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho010_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,0,Stable-Tail-MatrixEns-r020_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,1,Stable-Tail-MatrixEns-r020_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,2,Stable-Tail-MatrixEns-r020_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,3,Stable-Tail-MatrixEns-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,4,Stable-Tail-MatrixEns-r020_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,5,Stable-Tail-MatrixEns-r020_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,6,Stable-Tail-MatrixEns-r020_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,7,Stable-Tail-MatrixEns-r020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,8,Stable-Tail-MatrixEns-r020_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r020,9,Stable-Tail-MatrixEns-r020_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho020_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,0,Stable-Tail-MatrixEns-r030_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,1,Stable-Tail-MatrixEns-r030_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,2,Stable-Tail-MatrixEns-r030_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,3,Stable-Tail-MatrixEns-r030_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,4,Stable-Tail-MatrixEns-r030_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,5,Stable-Tail-MatrixEns-r030_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,6,Stable-Tail-MatrixEns-r030_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,7,Stable-Tail-MatrixEns-r030_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,8,Stable-Tail-MatrixEns-r030_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r030,9,Stable-Tail-MatrixEns-r030_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho030_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,0,Stable-Tail-MatrixEns-r040_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,1,Stable-Tail-MatrixEns-r040_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,2,Stable-Tail-MatrixEns-r040_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,3,Stable-Tail-MatrixEns-r040_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,4,Stable-Tail-MatrixEns-r040_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,5,Stable-Tail-MatrixEns-r040_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,6,Stable-Tail-MatrixEns-r040_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,7,Stable-Tail-MatrixEns-r040_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,8,Stable-Tail-MatrixEns-r040_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
Stable-Tail-MatrixEns-r040,9,Stable-Tail-MatrixEns-r040_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ensemble_rho040_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,0.5,data_2021,True
