label,seed,risk_source,risk_dir,method,alpha,rho,tail_quantile,tail_sharpness,hard_tail,p_high_mode,p_high_gate_threshold,year,clip
Stable-Tail-NodeCalibRaw-a005,5,Stable-Tail-NodeCalibRaw-a005_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a005_splitB_seed5_floor_0p01,node_calibration,0.05,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a005,6,Stable-Tail-NodeCalibRaw-a005_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a005_splitB_seed6_floor_0p01,node_calibration,0.05,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a005,7,Stable-Tail-NodeCalibRaw-a005_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a005_splitB_seed7_floor_0p01,node_calibration,0.05,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a005,8,Stable-Tail-NodeCalibRaw-a005_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a005_splitB_seed8_floor_0p01,node_calibration,0.05,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a005,9,Stable-Tail-NodeCalibRaw-a005_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a005_splitB_seed9_floor_0p01,node_calibration,0.05,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,0,Stable-Tail-NodeCalibRaw-a010_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed0_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,1,Stable-Tail-NodeCalibRaw-a010_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed1_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,2,Stable-Tail-NodeCalibRaw-a010_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed2_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,3,Stable-Tail-NodeCalibRaw-a010_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed3_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,4,Stable-Tail-NodeCalibRaw-a010_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed4_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,5,Stable-Tail-NodeCalibRaw-a010_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed5_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,6,Stable-Tail-NodeCalibRaw-a010_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed6_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,7,Stable-Tail-NodeCalibRaw-a010_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed7_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,8,Stable-Tail-NodeCalibRaw-a010_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed8_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a010,9,Stable-Tail-NodeCalibRaw-a010_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a010_splitB_seed9_floor_0p01,node_calibration,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,0,Stable-Tail-NodeCalibRaw-a020_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed0_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,1,Stable-Tail-NodeCalibRaw-a020_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed1_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,2,Stable-Tail-NodeCalibRaw-a020_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed2_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,3,Stable-Tail-NodeCalibRaw-a020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed3_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,4,Stable-Tail-NodeCalibRaw-a020_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed4_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,5,Stable-Tail-NodeCalibRaw-a020_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed5_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,6,Stable-Tail-NodeCalibRaw-a020_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed6_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,7,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,8,Stable-Tail-NodeCalibRaw-a020_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed8_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a020,9,Stable-Tail-NodeCalibRaw-a020_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed9_floor_0p01,node_calibration,0.2,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,0,Stable-Tail-NodeCalibRaw-a030_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed0_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,1,Stable-Tail-NodeCalibRaw-a030_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed1_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,2,Stable-Tail-NodeCalibRaw-a030_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed2_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,3,Stable-Tail-NodeCalibRaw-a030_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed3_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,4,Stable-Tail-NodeCalibRaw-a030_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed4_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,5,Stable-Tail-NodeCalibRaw-a030_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed5_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,6,Stable-Tail-NodeCalibRaw-a030_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed6_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,7,Stable-Tail-NodeCalibRaw-a030_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed7_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,8,Stable-Tail-NodeCalibRaw-a030_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed8_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-NodeCalibRaw-a030,9,Stable-Tail-NodeCalibRaw-a030_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a030_splitB_seed9_floor_0p01,node_calibration,0.3,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,0,Stable-Tail-MatrixEnsRaw-r005_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,1,Stable-Tail-MatrixEnsRaw-r005_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,2,Stable-Tail-MatrixEnsRaw-r005_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,3,Stable-Tail-MatrixEnsRaw-r005_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,4,Stable-Tail-MatrixEnsRaw-r005_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,5,Stable-Tail-MatrixEnsRaw-r005_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,6,Stable-Tail-MatrixEnsRaw-r005_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,7,Stable-Tail-MatrixEnsRaw-r005_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,8,Stable-Tail-MatrixEnsRaw-r005_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r005,9,Stable-Tail-MatrixEnsRaw-r005_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r005_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.05,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,0,Stable-Tail-MatrixEnsRaw-r010_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,1,Stable-Tail-MatrixEnsRaw-r010_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,2,Stable-Tail-MatrixEnsRaw-r010_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,3,Stable-Tail-MatrixEnsRaw-r010_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,4,Stable-Tail-MatrixEnsRaw-r010_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,5,Stable-Tail-MatrixEnsRaw-r010_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,6,Stable-Tail-MatrixEnsRaw-r010_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,7,Stable-Tail-MatrixEnsRaw-r010_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,8,Stable-Tail-MatrixEnsRaw-r010_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r010,9,Stable-Tail-MatrixEnsRaw-r010_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r010_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.1,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,0,Stable-Tail-MatrixEnsRaw-r020_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,1,Stable-Tail-MatrixEnsRaw-r020_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,2,Stable-Tail-MatrixEnsRaw-r020_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,3,Stable-Tail-MatrixEnsRaw-r020_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,4,Stable-Tail-MatrixEnsRaw-r020_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,5,Stable-Tail-MatrixEnsRaw-r020_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,6,Stable-Tail-MatrixEnsRaw-r020_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,7,Stable-Tail-MatrixEnsRaw-r020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,8,Stable-Tail-MatrixEnsRaw-r020_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r020,9,Stable-Tail-MatrixEnsRaw-r020_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r020_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.2,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,0,Stable-Tail-MatrixEnsRaw-r030_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,1,Stable-Tail-MatrixEnsRaw-r030_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,2,Stable-Tail-MatrixEnsRaw-r030_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,3,Stable-Tail-MatrixEnsRaw-r030_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,4,Stable-Tail-MatrixEnsRaw-r030_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,5,Stable-Tail-MatrixEnsRaw-r030_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,6,Stable-Tail-MatrixEnsRaw-r030_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,7,Stable-Tail-MatrixEnsRaw-r030_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,8,Stable-Tail-MatrixEnsRaw-r030_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r030,9,Stable-Tail-MatrixEnsRaw-r030_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r030_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.3,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,0,Stable-Tail-MatrixEnsRaw-r040_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed0_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,1,Stable-Tail-MatrixEnsRaw-r040_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed1_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,2,Stable-Tail-MatrixEnsRaw-r040_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed2_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,3,Stable-Tail-MatrixEnsRaw-r040_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed3_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,4,Stable-Tail-MatrixEnsRaw-r040_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed4_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,5,Stable-Tail-MatrixEnsRaw-r040_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed5_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,6,Stable-Tail-MatrixEnsRaw-r040_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed6_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,7,Stable-Tail-MatrixEnsRaw-r040_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed7_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,8,Stable-Tail-MatrixEnsRaw-r040_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed8_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
Stable-Tail-MatrixEnsRaw-r040,9,Stable-Tail-MatrixEnsRaw-r040_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_matrix_ens_raw_r040_splitB_seed9_floor_0p01,risk_matrix_ensemble,0.1,0.4,0.9,20.0,False,raw,0.5,data_2021,True
