P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,908,309,126,104,35,48,0
2,0,788,262,139,136,121,83,0
3,0,661,362,176,147,115,69,0
4,0,653,345,165,116,202,48,0
5,0,692,373,134,96,160,74,0
