edge_id,src,dst,w_raw,w_norm,severity,severity_norm,severity_base_max,severity_high_tail,severity_avg,R_ij,P_level,C_level,RiskLevel
0,3494,3574,0.0,0.009999999776482582,2.418729066848755,0.22186509924771888,0.20267558097839355,0.0786755234003067,0.19016509503126144,0.0022186509428864746,1,3,3
1,0,3494,0.0,0.009999999776482582,3.4873785972595215,0.374152644634562,0.35533979535102844,0.1947152316570282,0.2664972022175789,0.003741526362715987,1,4,4
2,0,3780,0.0,0.009999999776482582,3.4873785972595215,0.3745792065407187,0.35533979535102844,0.1947152316570282,0.2684214785695076,0.00374579198168221,1,4,4
3,1,3780,0.0,0.009999999776482582,3.7012860774993896,0.4050620386022666,0.38589802384376526,0.32231032848358154,0.283700592815876,0.004050620295484245,1,4,4
4,1,3494,0.0,0.009999999776482582,3.7012860774993896,0.40463547669610994,0.38589802384376526,0.32231032848358154,0.2817763164639473,0.004046354676518022,1,4,4
5,3494,3780,0.9999998807907104,0.9999998807907104,2.270522117614746,0.20074491884618595,0.18150316178798676,0.12984995543956757,0.17957888543605804,0.2007448949155268,5,3,15
6,2,3573,0.0,0.009999999776482582,3.7801904678344727,0.43082196168738673,0.3971700668334961,0.2596313953399658,0.35481879115104675,0.004308219520577655,1,4,4
7,2,3494,0.0,0.009999999776482582,3.7801904678344727,0.4158797081321103,0.3971700668334961,0.2518901824951172,0.2874123379588127,0.004158796988364744,1,4,4
8,3,4,0.0,0.009999999776482582,1.9792506694793701,0.14526990683696062,0.13989295065402985,0.00885921809822321,0.09576472081243992,0.0014526990358992517,1,2,2
9,4,5,0.0,0.009999999776482582,1.9792506694793701,0.141026883617833,0.13989295065402985,0.00885921809822321,0.07662389008328319,0.001410268804656365,1,2,2
10,5,6,0.0,0.009999999776482582,4.666067123413086,0.5239108057475682,0.5237239003181458,0.5144355893135071,0.26853936491534114,0.0052391079403724915,1,5,5
11,7,3780,0.0,0.009999999776482582,3.8259873390197754,0.42283254234154216,0.4037124812602997,0.3463364839553833,0.2926078215241432,0.004228325328904984,1,4,4
12,7,3494,0.0,0.009999999776482582,3.8259873390197754,0.42240598043538546,0.4037124812602997,0.3463364839553833,0.2906835451722145,0.00422405970993876,1,4,4
13,8,3497,0.0,0.009999999776482582,2.227139472961426,0.17581414609050666,0.17530563473701477,0.08646714687347412,0.09190302854403853,0.0017581414216075427,1,3,3
14,8,9,0.0,0.009999999776482582,3.803562641143799,0.4004618066174016,0.40050894021987915,0.33716827630996704,0.20450468128547072,0.004004617976663827,1,4,4
15,9,10,0.0,0.009999999776482582,3.803562641143799,0.44276048591495,0.40050894021987915,0.33716827630996704,0.39531953632831573,0.0044276047601848195,1,4,4
16,10,3497,0.0,0.009999999776482582,3.7309110164642334,0.4085967902013352,0.3901301324367523,0.2552056312561035,0.28271788358688354,0.004085967810684853,1,4,4
17,11,3782,0.0,0.009999999776482582,3.309014320373535,0.3476189389255262,0.32985919713974,0.2681761384010315,0.2487225905060768,0.003476189311556374,1,4,4
18,11,12,0.0,0.009999999776482582,3.309014320373535,0.35121503918803565,0.32985919713974,0.2681761384010315,0.26494506746530533,0.003512150313377678,1,4,4
19,12,13,0.0,0.009999999776482582,2.400216579437256,0.2131106796583018,0.20003093779087067,0.0993586853146553,0.16125134006142616,0.0021311067489490692,1,3,3
20,13,14,0.0,0.009999999776482582,4.276498794555664,0.48048965710733876,0.46807125210762024,0.3738710880279541,0.29527149721980095,0.00480489646367558,1,5,5
21,14,15,0.0,0.009999999776482582,4.276498794555664,0.48854417342169026,0.46807125210762024,0.3738710880279541,0.3316064700484276,0.00488544162501877,1,5,5
22,16,17,0.0,0.009999999776482582,4.369894504547119,0.49082789042462127,0.48141351342201233,0.46144330501556396,0.288539569824934,0.00490827879453763,1,5,5
23,17,3181,0.0,0.009999999776482582,4.369894504547119,0.48088575582844867,0.48141351342201233,0.46144330501556396,0.24368930491618812,0.004808857450798144,1,5,5
24,18,3181,0.0,0.009999999776482582,4.050601005554199,0.4353849196005404,0.43580013513565063,0.3141651153564453,0.22088261577300727,0.004353849098689291,1,5,5
25,19,3181,0.0,0.009999999776482582,2.5702662467956543,0.22443031048242987,0.22432374954223633,0.13853123784065247,0.11514442297630012,0.002244303054660215,1,3,3
26,19,20,0.0,0.009999999776482582,2.5702662467956543,0.23331353196854437,0.22432374954223633,0.13853123784065247,0.15521779283881187,0.0023331352675358056,1,3,3
27,20,3784,0.0,0.009999999776482582,1.6027828454971313,0.09083737534856454,0.08611183613538742,0.0403703972697258,0.0653369352221489,0.0009083737331819098,1,2,2
28,21,3784,0.0,0.009999999776482582,2.8088219165802,0.2627035667046848,0.25840312242507935,0.12605640292167664,0.15148257836699486,0.0026270356083280253,1,3,3
29,21,22,0.0,0.009999999776482582,2.8088219165802,0.2657826667755969,0.25840312242507935,0.12605640292167664,0.1653728000819683,0.0026578266083489136,1,3,3
30,22,23,0.0,0.009999999776482582,3.8580658435821533,0.4153048400230191,0.4082951247692108,0.2764201760292053,0.24031880125403404,0.004153048307402325,1,4,4
