risk_source,customer_set,beta,lambda_concentration,seed,common_global_risk,common_global_cvar90,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden
GCN-A,A,1.0,0.0,0,2.52068875846453,0.06071420160255262,0.738574224174954,0.08306308463215828,0.2144866864998256,0.7151837906080172,0.7031684267047011,0.36761897802352905
GCN-A,A,1.0,0.0,1,2.6376910004619276,0.05510126207681263,0.9856657959753647,0.09953299583867192,0.3071182879351977,0.7196708127834281,0.7106691091454559,0.36761897802352905
GCN-A,A,1.0,0.0,2,2.8109544205799466,0.05725196164308323,0.8531253497349098,0.08385524433106184,0.16822956056366634,0.7304344373109848,0.7248520150873246,0.36761897802352905
GCN-A,A,1.0,0.0,3,2.75352059303259,0.06842881075239607,1.1440799516858533,0.11863257130607963,0.25488343698021443,0.7303663166436978,0.7202574742599723,0.36761897802352905
GCN-A,A,1.0,0.0,4,2.5200091192964464,0.06071420160255262,0.738574224174954,0.08306308463215828,0.2193315583302755,0.7129038338856546,0.7000157778128255,0.36761897802352905
GCN-B,B,1.0,0.0,0,3.730529474145442,0.0737149516120553,1.4878027216764167,0.14499562006029817,0.35632397153643947,0.7796618419434995,0.7808743899741054,0.6127430200576782
GCN-B,B,1.0,0.0,1,4.025719773657329,0.08300033154395911,1.2540049052331597,0.18568857060745358,0.25852662245701463,0.7919951968897503,0.7933545332636939,0.6700834631919861
GCN-B,B,1.0,0.0,2,3.4912587135841022,0.0845782085652313,1.488487311755307,0.18407844086842878,0.38409169560341483,0.7662524117399536,0.7627494624151089,0.6127430200576782
GCN-B,B,1.0,0.0,3,3.642824161266617,0.09231886863708497,1.4987338409991935,0.1201247340914878,0.3412189480393333,0.769154897021296,0.7694214727982889,0.6127430200576782
GCN-B,B,1.0,0.0,4,3.730529474145442,0.0737149516120553,1.4878027216764167,0.14499562006029817,0.3560102664751248,0.7796618419434995,0.7808743899741054,0.6127430200576782
TEG-low-A,A,1.0,0.0,0,2.9869926220126217,0.0792428907006979,0.9653261518105865,0.1273681115359068,0.2099327428333586,0.7433465584046692,0.7411436461766889,0.36761897802352905
TEG-low-A,A,1.0,0.0,1,2.7888823860994307,0.05657980296139916,0.9594949685269967,0.13041974293688932,0.24555228242545502,0.7292708875087295,0.7271600129264071,0.36761897802352905
TEG-low-A,A,1.0,0.0,2,2.9634519152896246,0.06298583724669048,0.9594949685269967,0.13041974293688932,0.2015742503174658,0.7442010549082076,0.7411924393938866,0.36761897802352905
TEG-low-A,A,1.0,0.0,3,2.9634519152896246,0.06298583724669048,0.9594949685269967,0.13041974293688932,0.2015742503174658,0.7442010549082076,0.7411924393938866,0.36761897802352905
TEG-low-A,A,1.0,0.0,4,2.5205210400745273,0.06071420160255262,0.738574224174954,0.08306308463215828,0.2145009586924258,0.7152955587980976,0.703215216346427,0.36761897802352905
TEG-low-B,B,1.0,0.0,0,4.015220455592498,0.10395558923482895,1.1871227839728817,0.10471837089530059,0.18692598150557438,0.772434582728176,0.7804772428912271,0.6127430200576782
TEG-low-B,B,1.0,0.0,1,2.9995239611525903,0.05465528811328113,0.9475585501641035,0.09006857085559103,0.21846303728444405,0.731962265870427,0.7194900528757651,0.6127430200576782
TEG-low-B,B,1.0,0.0,2,3.355368744400039,0.06283721468615823,1.4515375826740637,0.16215847013518214,0.4163575698009374,0.7626819792580719,0.759699459174595,0.6127430200576782
TEG-low-B,B,1.0,0.0,3,3.0076931919247727,0.05383529709424914,0.9619991992367432,0.11362765463335174,0.25661657693827267,0.7351765838940783,0.7244310459575815,0.6127430200576782
TEG-low-B,B,1.0,0.0,4,3.4435235005803406,0.06597227272577584,0.9619991992367432,0.11362765463335174,0.12441904899621625,0.7575094954343353,0.7555366719789529,0.6127430200576782
GCN+TEG-concat-A,A,1.0,0.0,0,2.810274781411863,0.05725196164308323,0.8531253497349098,0.08385524433106184,0.1683669816686688,0.7298973893996497,0.7250273138957457,0.36761897802352905
GCN+TEG-concat-A,A,1.0,0.0,1,2.5470013979356736,0.06309118929008643,0.7589138683397323,0.08306308463215828,0.23498434116099798,0.7147185164814571,0.7030584061771747,0.36761897802352905
GCN+TEG-concat-A,A,1.0,0.0,2,2.813801658383454,0.0561205352077613,1.142636731849052,0.13139601850083896,0.27157945097958236,0.7382365892369629,0.7314414390242375,0.5187644362449646
GCN+TEG-concat-A,A,1.0,0.0,3,2.8109544205799466,0.05725196164308323,0.8531253497349098,0.08385524433106184,0.16822956056366634,0.7304344373109848,0.7248520150873246,0.36761897802352905
GCN+TEG-concat-A,A,1.0,0.0,4,2.5386615101015195,0.06309118929008643,0.7555957860313356,0.07007292378693819,0.2358643253970123,0.7125368828442846,0.7025647801720306,0.36761897802352905
GCN+TEG-concat-B,B,1.0,0.0,0,3.2767167952188174,0.07745118709581514,1.0148285386385396,0.11362765463335174,0.2531789656000021,0.7545200690374845,0.7452636874049343,0.6127430200576782
GCN+TEG-concat-B,B,1.0,0.0,1,4.019547666306607,0.10395558923482895,1.1871227839728817,0.10471837089530059,0.1862941312063855,0.7711197637537972,0.7796370265863263,0.6127430200576782
GCN+TEG-concat-B,B,1.0,0.0,2,3.2220006500647287,0.06076925713568926,0.9635931499069557,0.11362765463335174,0.21753073157466063,0.7507103207075589,0.7428886340722022,0.6127430200576782
GCN+TEG-concat-B,B,1.0,0.0,3,3.370729901762388,0.06555849676712966,1.1496727647027,0.11691466113552451,0.2959805574547698,0.7520368994613369,0.7489687267640129,0.6127430200576782
GCN+TEG-concat-B,B,1.0,0.0,4,3.280172436781868,0.07745118709581514,1.0148285386385396,0.11362765463335174,0.25206944801304587,0.7532552873576421,0.7475444814775988,0.6127430200576782
Edge-GAT-A,A,1.0,0.0,0,2.9636824894550955,0.06298583724669048,0.9594949685269967,0.13041974293688932,0.20871115553939346,0.7431712413714375,0.7411347747051843,0.36761897802352905
Edge-GAT-A,A,1.0,0.0,1,2.87793879408855,0.07266155370910253,0.7449142052792013,0.08306308463215828,0.12968274149716508,0.7382181449749987,0.734096743888029,0.36761897802352905
Edge-GAT-A,A,1.0,0.0,2,2.588288796177949,0.06259355521095651,1.1440799516858533,0.11863257130607963,0.32793462787821337,0.7183354482649946,0.7062083455188511,0.36761897802352905
Edge-GAT-A,A,1.0,0.0,3,2.437730004894547,0.055255542926747225,0.8332678977167234,0.08385524433106184,0.3153332688462058,0.6977092352162306,0.6849501456538881,0.36761897802352905
Edge-GAT-A,A,1.0,0.0,4,2.7984707426367095,0.05830368378332683,0.9651584334205836,0.09953299583867192,0.19757123142667665,0.7314209418878852,0.723716710696124,0.36761897802352905
Edge-GAT-B,B,1.0,0.0,0,3.642824161266617,0.09231886863708497,1.4878027216764167,0.14499562006029817,0.33881836676747157,0.769154897021296,0.7694214727982889,0.6127430200576782
Edge-GAT-B,B,1.0,0.0,1,3.3799402012955397,0.06307292802304756,0.9635931499069557,0.11362765463335174,0.18674894129811137,0.7547118729916524,0.7511689317550158,0.6127430200576782
Edge-GAT-B,B,1.0,0.0,2,3.6210846679095994,0.0706284981686622,1.607311459025368,0.17865643789991736,0.35071951929161904,0.7700110332622834,0.7699232575068928,0.6700834631919861
Edge-GAT-B,B,1.0,0.0,3,3.61675745719549,0.0706284981686622,1.607311459025368,0.17865643789991736,0.35032798129953435,0.7713944814690032,0.7708444196827796,0.6700834631919861
Edge-GAT-B,B,1.0,0.0,4,3.8586357295280322,0.09866815606753031,1.749782772618346,0.19413340976461768,0.34967989670008115,0.7729798096592553,0.7770483507825167,0.6700834631919861
Label-reference-A,A,1.0,0.0,0,3.603706250010873,0.08705128007568419,1.2241791553096846,0.13113938365131617,0.21928866143418424,0.7805851347651409,0.7831028121371016,0.7352379560470581
Label-reference-A,A,1.0,0.0,1,3.115193513149279,0.06222363360422222,0.9594949685269967,0.13041974293688932,0.20491914584899273,0.7463747388029109,0.7480683627344014,0.36761897802352905
Label-reference-A,A,1.0,0.0,2,3.11542960551742,0.06222363360422222,0.9856657959753647,0.11486550016949575,0.21608498850660252,0.7486152743695866,0.7510275449779533,0.36761897802352905
Label-reference-A,A,1.0,0.0,3,3.60325215679768,0.08705128007568419,1.3656811671098694,0.22015783786773682,0.35887610536103565,0.779378026437034,0.7857997631340978,0.7352379560470581
Label-reference-A,A,1.0,0.0,4,3.61253988253884,0.09609209778236932,1.1133256714092568,0.12283540144562721,0.259663283914219,0.7872876668599409,0.7910433846550251,0.7352379560470581
Label-reference-B,B,1.0,0.0,0,5.152281005983241,0.13751531416370022,1.830882063601166,0.23329559208026954,0.29092780904955307,0.8208781929046878,0.8319229861619197,1.3401669263839722
Label-reference-B,B,1.0,0.0,1,5.152281005983241,0.13751531416370022,1.830882063601166,0.23329559208026954,0.2906803146806145,0.8208781929046878,0.8319229861619197,1.3401669263839722
Label-reference-B,B,1.0,0.0,2,5.151461279019713,0.13751531416370022,1.829313629772514,0.23329559208026954,0.29085783198808324,0.8212319967381381,0.8320553660181195,1.3401669263839722
Label-reference-B,B,1.0,0.0,3,5.455652758711949,0.1194271360261318,1.899227507878095,0.24530297943523952,0.30409481085681334,0.8264435980782154,0.8415891847649716,0.7352379560470581
Label-reference-B,B,1.0,0.0,4,5.592809130321257,0.1573907358571887,1.5659762122668326,0.19982518841113364,0.1276918925017041,0.8279042441447699,0.8456097362072118,0.7352379560470581
