P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,88,252,756,347,40,44,3
2,0,103,341,617,255,98,102,13
3,0,98,329,668,260,78,94,3
4,0,60,329,648,324,86,70,12
5,0,174,379,570,215,92,87,12
