P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,730,339,73,80,12,52,35
2,0,654,278,133,73,28,63,92
3,0,574,339,157,97,50,63,40
4,0,577,329,144,96,42,76,57
5,0,595,362,121,82,27,79,54
