set,seed,node_id,label,S_i_norm,exposure_norm,high_risk_top20,high_exposure_top20,risk_quintile_Q1_Q5
B,0,3612,1,0.13052861392498016,0.0007920792597483193,0,0,4
B,0,615,0,0.036258358508348465,0.0,0,0,3
B,0,464,0,0.05876396223902702,0.0007920792597483193,0,0,3
B,0,5070,0,0.08619730919599533,0.0007920792597483193,0,0,4
B,0,3366,0,0.20956267416477203,0.0007920792597483193,1,0,5
B,0,2638,0,0.002322776010259986,0.0007920792597483193,0,0,1
B,0,4888,0,0.00016891956329345703,0.0007920792597483193,0,0,1
B,0,1743,0,0.09291296452283859,0.0007920792597483193,0,0,4
B,0,5151,0,0.04080823436379433,0.0,0,0,3
B,0,3302,0,0.015017764642834663,0.0015841585194966386,0,1,2
B,0,2823,0,0.11720136553049088,0.0007920792597483193,0,0,4
B,0,3011,0,0.023770878091454506,0.0007920792597483193,0,0,2
B,0,1096,0,0.007660269737243652,0.0007920792597483193,0,0,1
B,0,2605,0,0.008301700465381145,0.0007920792597483193,0,0,2
B,0,2283,0,0.019427401944994926,0.0007920792597483193,0,0,2
B,0,2097,0,0.002816813299432397,0.0007920792597483193,0,0,1
B,0,2468,0,0.12703095376491547,0.0007920792597483193,0,0,4
B,0,3280,0,0.11549706012010574,0.0007920792597483193,0,0,4
A,1,3151,0,0.08339027315378189,0.0007920792597483193,0,0,4
A,1,4357,1,0.049664173275232315,0.0007920792597483193,0,0,3
A,1,2741,0,0.0330241397023201,0.0007920792597483193,0,0,2
A,1,1475,0,0.08787761628627777,0.0007920792597483193,0,0,4
A,1,206,0,0.02300485596060753,0.0007920792597483193,0,0,2
A,1,3929,0,0.6670737862586975,0.0,1,0,5
A,1,5104,0,0.2276933491230011,0.0031683170389932773,1,1,5
A,1,1701,0,0.23956598341464996,0.0007920792597483193,1,0,5
A,1,1419,0,0.06202903762459755,0.0007920792597483193,0,0,3
A,1,2828,0,0.41809600591659546,0.0007920792597483193,1,0,5
A,1,3064,0,0.0025784969329833984,0.0007920792597483193,0,0,1
A,1,3237,0,0.05128669738769531,0.0007920792597483193,0,0,3
A,1,3755,0,0.6095209121704102,0.005544554818238235,1,1,5
A,1,1255,0,0.16488245129585266,0.0007920792597483193,1,0,5
A,1,3944,0,0.5079945921897888,0.0,1,0,5
A,1,3974,7,0.69593745470047,0.0205940607534563,1,1,5
A,1,5096,0,0.20644746720790863,0.0015841585194966386,1,1,5
A,1,558,0,0.18360164761543274,0.0007920792597483193,1,0,5
A,1,995,0,0.13470196723937988,0.0007920792597483193,0,0,4
A,1,563,0,0.05170232802629471,0.0007920792597483193,0,0,3
A,1,2734,0,0.07241345942020416,0.0007920792597483193,0,0,3
A,1,355,0,0.2160526067018509,0.0007920792597483193,1,0,5
A,1,2159,0,0.13155511021614075,0.0007920792597483193,0,0,4
A,1,3506,1,0.510199248790741,0.0,1,0,5
A,1,887,0,0.039741430431604385,0.0007920792597483193,0,0,3
A,1,3988,0,0.10969118028879166,0.04079208239341536,0,1,4
A,1,5032,0,0.15174320340156555,0.08000000626733408,1,1,5
A,1,4620,0,0.016902480274438858,0.12079207995610997,0,1,2
A,1,4764,0,0.1770266741514206,0.002376237779244958,1,1,5
A,1,3699,0,0.01326395757496357,0.08396040256607569,0,1,1
A,1,4720,0,0.04657207056879997,0.002376237779244958,0,1,3
A,1,4030,0,0.06730391085147858,0.08237623534193957,0,1,3
A,1,3720,0,0.0004729373031295836,0.08712871960506896,0,1,1
A,1,3484,0,0.5965272188186646,0.0031683170389932773,1,1,5
A,1,3695,0,0.09420844167470932,0.04079208239341536,0,1,4
A,1,4858,0,0.06299037486314774,0.003960396298741596,0,1,3
A,1,4222,0,0.17254026234149933,0.005544554818238235,1,1,5
A,1,3386,0,0.028164658695459366,0.002376237779244958,0,1,2
A,1,3544,1,0.1557624638080597,0.005544554818238235,1,1,5
A,1,4190,0,0.1607072353363037,0.042376240912912005,1,1,5
A,1,3366,0,0.0858798697590828,0.0007920792597483193,0,0,4
A,1,2638,0,0.0038708618376404047,0.0007920792597483193,0,0,1
A,1,4888,0,0.008834446780383587,0.0007920792597483193,0,0,1
A,1,1743,0,0.025540778413414955,0.0007920792597483193,0,0,2
A,1,5151,0,0.15071208775043488,0.0,1,0,5
A,1,3302,0,0.013157861307263374,0.0015841585194966386,0,1,1
A,1,2823,0,0.04015428572893143,0.0007920792597483193,0,0,3
A,1,3011,0,0.025356309488415718,0.0007920792597483193,0,0,2
A,1,1096,0,0.010711193084716797,0.0007920792597483193,0,0,1
A,1,2605,0,0.018829021602869034,0.0007920792597483193,0,0,2
B,1,3151,0,0.08339027315378189,0.0007920792597483193,0,0,4
B,1,4357,1,0.049664173275232315,0.0007920792597483193,0,0,3
B,1,2741,0,0.0330241397023201,0.0007920792597483193,0,0,2
B,1,1475,0,0.08787761628627777,0.0007920792597483193,0,0,4
B,1,206,0,0.02300485596060753,0.0007920792597483193,0,0,2
B,1,3929,0,0.6670737862586975,0.0,1,0,5
B,1,5104,0,0.2276933491230011,0.0031683170389932773,1,1,5
B,1,1701,0,0.23956598341464996,0.0007920792597483193,1,0,5
B,1,1419,0,0.06202903762459755,0.0007920792597483193,0,0,3
B,1,2828,0,0.41809600591659546,0.0007920792597483193,1,0,5
B,1,3064,0,0.0025784969329833984,0.0007920792597483193,0,0,1
B,1,3237,0,0.05128669738769531,0.0007920792597483193,0,0,3
B,1,3755,0,0.6095209121704102,0.005544554818238235,1,1,5
B,1,1255,0,0.16488245129585266,0.0007920792597483193,1,0,5
B,1,3944,0,0.5079945921897888,0.0,1,0,5
B,1,3421,0,0.04127180576324463,0.002376237779244958,0,1,3
B,1,4697,0,0.06395383924245834,0.041584161653163684,0,1,3
B,1,4099,0,0.022911565378308296,0.002376237779244958,0,1,2
B,1,4708,0,0.10326804220676422,0.002376237779244958,0,1,4
B,1,4020,0,0.2056439220905304,0.007920792597483193,1,1,5
B,1,3227,0,0.08044767379760742,0.002376237779244958,0,1,4
B,1,4021,0,0.11860321462154388,0.002376237779244958,0,1,4
B,1,4549,0,0.07225175946950912,0.003960396298741596,0,1,3
B,1,3535,1,0.5472427010536194,0.004752475558489916,1,1,5
B,1,4171,0,0.19448839128017426,0.002376237779244958,1,1,5
B,1,5162,1,0.00018715858459472656,0.041584161653163684,0,1,1
B,1,4191,1,0.04220873862504959,0.04396039943240864,0,1,3
B,1,3605,0,0.07154642045497894,0.0807920855270824,0,1,3
B,1,5030,0,0.08182619512081146,0.08000000626733408,0,1,4
B,1,5102,0,0.011080622673034668,0.12079207995610997,0,1,1
B,1,2790,0,0.03243497386574745,0.0007920792597483193,0,0,2
B,1,4082,1,9.545258217258379e-05,0.0007920792597483193,0,0,1
B,1,3612,1,0.09513469785451889,0.0007920792597483193,0,0,4
B,1,615,0,0.04263442009687424,0.0,0,0,3
B,1,464,0,0.07366030663251877,0.0007920792597483193,0,0,3
B,1,5070,0,0.08306830376386642,0.0007920792597483193,0,0,4
B,1,3366,0,0.0858798697590828,0.0007920792597483193,0,0,4
B,1,2638,0,0.0038708618376404047,0.0007920792597483193,0,0,1
B,1,4888,0,0.008834446780383587,0.0007920792597483193,0,0,1
B,1,1743,0,0.025540778413414955,0.0007920792597483193,0,0,2
B,1,5151,0,0.15071208775043488,0.0,1,0,5
B,1,3302,0,0.013157861307263374,0.0015841585194966386,0,1,1
B,1,2823,0,0.04015428572893143,0.0007920792597483193,0,0,3
B,1,3011,0,0.025356309488415718,0.0007920792597483193,0,0,2
B,1,1096,0,0.010711193084716797,0.0007920792597483193,0,0,1
B,1,2605,0,0.018829021602869034,0.0007920792597483193,0,0,2
B,1,2283,0,0.016564061865210533,0.0007920792597483193,0,0,1
B,1,2097,0,0.00300952373072505,0.0007920792597483193,0,0,1
B,1,2468,0,0.16727577149868011,0.0007920792597483193,1,0,5
B,1,3280,0,0.14276348054409027,0.0007920792597483193,1,0,5
A,2,3151,0,0.27005791664123535,0.0007920792597483193,1,0,5
A,2,4357,1,0.1542137712240219,0.0007920792597483193,0,0,4
A,2,2741,0,0.11763269454240799,0.0007920792597483193,0,0,4
A,2,1475,0,0.10606323182582855,0.0007920792597483193,0,0,4
A,2,206,0,0.10165272653102875,0.0007920792597483193,0,0,4
A,2,3929,0,0.5930953025817871,0.0,1,0,5
A,2,5104,0,0.1424713432788849,0.0031683170389932773,0,1,4
A,2,1701,0,0.3120275139808655,0.0007920792597483193,1,0,5
A,2,1419,0,0.1317683756351471,0.0007920792597483193,0,0,4
A,2,2828,0,0.26021963357925415,0.0007920792597483193,1,0,5
A,2,3064,0,0.07874716818332672,0.0007920792597483193,0,0,3
A,2,3237,0,0.2561618387699127,0.0007920792597483193,1,0,5
A,2,3755,0,0.5947622656822205,0.005544554818238235,1,1,5
A,2,1255,0,0.4534495174884796,0.0007920792597483193,1,0,5
A,2,3944,0,0.5411716103553772,0.0,1,0,5
A,2,3974,7,0.6049917936325073,0.0205940607534563,1,1,5
A,2,5096,0,0.3327782452106476,0.0015841585194966386,1,1,5
A,2,558,0,0.07134505361318588,0.0007920792597483193,0,0,3
A,2,995,0,0.257147878408432,0.0007920792597483193,1,0,5
A,2,563,0,0.051230669021606445,0.0007920792597483193,0,0,3
A,2,2734,0,0.08778442442417145,0.0007920792597483193,0,0,4
A,2,355,0,0.22419394552707672,0.0007920792597483193,1,0,5
A,2,2159,0,0.24489961564540863,0.0007920792597483193,1,0,5
A,2,3506,1,0.5055893063545227,0.0,1,0,5
A,2,887,0,0.021543672308325768,0.0007920792597483193,0,0,1
A,2,3988,0,0.19232143461704254,0.04079208239341536,1,1,5
A,2,5032,0,0.1094774529337883,0.08000000626733408,0,1,4
A,2,4620,0,0.02592599391937256,0.12079207995610997,0,1,2
A,2,4764,0,0.09444829076528549,0.002376237779244958,0,1,4
A,2,3699,0,0.043882932513952255,0.08396040256607569,0,1,2
A,2,4720,0,0.09828414022922516,0.002376237779244958,0,1,4
A,2,4030,0,0.05859282985329628,0.08237623534193957,0,1,3
A,2,3720,0,0.013777494430541992,0.08712871960506896,0,1,1
A,2,3484,0,0.4520854949951172,0.0031683170389932773,1,1,5
A,2,3695,0,0.06587351858615875,0.04079208239341536,0,1,3
A,2,4858,0,0.1003023236989975,0.003960396298741596,0,1,4
A,2,4222,0,0.2646206319332123,0.005544554818238235,1,1,5
A,2,3386,0,0.03229907527565956,0.002376237779244958,0,1,2
A,2,3544,1,0.33715763688087463,0.005544554818238235,1,1,5
A,2,4190,0,0.24932929873466492,0.042376240912912005,1,1,5
A,2,3366,0,0.1029544547200203,0.0007920792597483193,0,0,4
A,2,2638,0,0.0015153884887695312,0.0007920792597483193,0,0,1
A,2,4888,0,0.020446810871362686,0.0007920792597483193,0,0,1
A,2,1743,0,0.3039475977420807,0.0007920792597483193,1,0,5
A,2,5151,0,0.17101478576660156,0.0,1,0,5
A,2,3302,0,0.03117336519062519,0.0015841585194966386,0,1,2
A,2,2823,0,0.21080385148525238,0.0007920792597483193,1,0,5
A,2,3011,0,0.034112486988306046,0.0007920792597483193,0,0,2
A,2,1096,0,0.02627638354897499,0.0007920792597483193,0,0,2
A,2,2605,0,0.003675052197650075,0.0007920792597483193,0,0,1
B,2,3151,0,0.27005791664123535,0.0007920792597483193,1,0,5
B,2,4357,1,0.1542137712240219,0.0007920792597483193,0,0,4
B,2,2741,0,0.11763269454240799,0.0007920792597483193,0,0,4
B,2,1475,0,0.10606323182582855,0.0007920792597483193,0,0,4
B,2,206,0,0.10165272653102875,0.0007920792597483193,0,0,4
B,2,3929,0,0.5930953025817871,0.0,1,0,5
B,2,5104,0,0.1424713432788849,0.0031683170389932773,0,1,4
B,2,1701,0,0.3120275139808655,0.0007920792597483193,1,0,5
B,2,1419,0,0.1317683756351471,0.0007920792597483193,0,0,4
B,2,2828,0,0.26021963357925415,0.0007920792597483193,1,0,5
B,2,3064,0,0.07874716818332672,0.0007920792597483193,0,0,3
B,2,3237,0,0.2561618387699127,0.0007920792597483193,1,0,5
B,2,3755,0,0.5947622656822205,0.005544554818238235,1,1,5
B,2,1255,0,0.4534495174884796,0.0007920792597483193,1,0,5
B,2,3944,0,0.5411716103553772,0.0,1,0,5
B,2,3421,0,0.004708834923803806,0.002376237779244958,0,1,1
B,2,4697,0,0.10968245565891266,0.041584161653163684,0,1,4
B,2,4099,0,0.12981808185577393,0.002376237779244958,0,1,4
B,2,4708,0,0.07111455500125885,0.002376237779244958,0,1,3
B,2,4020,0,0.25176525115966797,0.007920792597483193,1,1,5
B,2,3227,0,0.05417552962899208,0.002376237779244958,0,1,3
B,2,4021,0,0.18374259769916534,0.002376237779244958,1,1,5
B,2,4549,0,0.0805160328745842,0.003960396298741596,0,1,3
B,2,3535,1,0.617048442363739,0.004752475558489916,1,1,5
B,2,4171,0,0.32048675417900085,0.002376237779244958,1,1,5
B,2,5162,1,0.0002753904846031219,0.041584161653163684,0,1,1
B,2,4191,1,0.1309259980916977,0.04396039943240864,0,1,4
B,2,3605,0,0.08930574357509613,0.0807920855270824,0,1,4
B,2,5030,0,0.10157428681850433,0.08000000626733408,0,1,4
B,2,5102,0,0.013979264535009861,0.12079207995610997,0,1,1
B,2,2790,0,0.016393491998314857,0.0007920792597483193,0,0,1
B,2,4082,1,0.00131504877936095,0.0007920792597483193,0,0,1
B,2,3612,1,0.09248372167348862,0.0007920792597483193,0,0,4
B,2,615,0,0.04367971420288086,0.0,0,0,2
B,2,464,0,0.06606108695268631,0.0007920792597483193,0,0,3
B,2,5070,0,0.1576324850320816,0.0007920792597483193,0,0,4
B,2,3366,0,0.1029544547200203,0.0007920792597483193,0,0,4
B,2,2638,0,0.0015153884887695312,0.0007920792597483193,0,0,1
B,2,4888,0,0.020446810871362686,0.0007920792597483193,0,0,1
B,2,1743,0,0.3039475977420807,0.0007920792597483193,1,0,5
B,2,5151,0,0.17101478576660156,0.0,1,0,5
B,2,3302,0,0.03117336519062519,0.0015841585194966386,0,1,2
B,2,2823,0,0.21080385148525238,0.0007920792597483193,1,0,5
B,2,3011,0,0.034112486988306046,0.0007920792597483193,0,0,2
B,2,1096,0,0.02627638354897499,0.0007920792597483193,0,0,2
B,2,2605,0,0.003675052197650075,0.0007920792597483193,0,0,1
B,2,2283,0,0.05601026490330696,0.0007920792597483193,0,0,3
B,2,2097,0,0.024950657039880753,0.0007920792597483193,0,0,2
B,2,2468,0,0.013134325854480267,0.0007920792597483193,0,0,1
B,2,3280,0,0.07801198959350586,0.0007920792597483193,0,0,3
A,3,3151,0,0.0073893410153687,0.0007920792597483193,0,0,1
A,3,4357,1,0.11986774951219559,0.0007920792597483193,0,0,4
A,3,2741,0,0.17643369734287262,0.0007920792597483193,1,0,5
A,3,1475,0,0.13920029997825623,0.0007920792597483193,0,0,4
A,3,206,0,0.1504046618938446,0.0007920792597483193,0,0,4
A,3,3929,0,0.7514665722846985,0.0,1,0,5
A,3,5104,0,0.20172885060310364,0.0031683170389932773,1,1,5
A,3,1701,0,0.4623248279094696,0.0007920792597483193,1,0,5
A,3,1419,0,0.2859393060207367,0.0007920792597483193,1,0,5
A,3,2828,0,0.16859695315361023,0.0007920792597483193,1,0,5
A,3,3064,0,0.029506733641028404,0.0007920792597483193,0,0,2
A,3,3237,0,0.3343762755393982,0.0007920792597483193,1,0,5
A,3,3755,0,0.409100741147995,0.005544554818238235,1,1,5
A,3,1255,0,0.3896879255771637,0.0007920792597483193,1,0,5
A,3,3944,0,0.21870729327201843,0.0,1,0,5
A,3,3974,7,0.8288713097572327,0.0205940607534563,1,1,5
A,3,5096,0,0.19521461427211761,0.0015841585194966386,1,1,5
A,3,558,0,0.06187285855412483,0.0007920792597483193,0,0,3
A,3,995,0,0.1581641584634781,0.0007920792597483193,0,0,4
A,3,563,0,0.033673983067274094,0.0007920792597483193,0,0,2
A,3,2734,0,0.3249610364437103,0.0007920792597483193,1,0,5
A,3,355,0,0.1582501232624054,0.0007920792597483193,0,0,4
A,3,2159,0,0.19302375614643097,0.0007920792597483193,1,0,5
A,3,3506,1,0.2241242229938507,0.0,1,0,5
A,3,887,0,0.055842213332653046,0.0007920792597483193,0,0,3
A,3,3988,0,0.06841634213924408,0.04079208239341536,0,1,3
A,3,5032,0,0.2627071738243103,0.08000000626733408,1,1,5
A,3,4620,0,0.015656879171729088,0.12079207995610997,0,1,2
A,3,4764,0,0.14169593155384064,0.002376237779244958,0,1,4
A,3,3699,0,0.011588692665100098,0.08396040256607569,0,1,1
A,3,4720,0,0.23832212388515472,0.002376237779244958,1,1,5
A,3,4030,0,0.11557473242282867,0.08237623534193957,0,1,4
A,3,3720,0,0.028332266956567764,0.08712871960506896,0,1,2
A,3,3484,0,0.18788841366767883,0.0031683170389932773,1,1,5
A,3,3695,0,0.10984253883361816,0.04079208239341536,0,1,4
A,3,4858,0,0.04408660903573036,0.003960396298741596,0,1,3
A,3,4222,0,0.19192788004875183,0.005544554818238235,1,1,5
A,3,3386,0,0.013756121508777142,0.002376237779244958,0,1,2
A,3,3544,1,0.22314299643039703,0.005544554818238235,1,1,5
A,3,4190,0,0.14256760478019714,0.042376240912912005,0,1,4
A,3,3366,0,0.07241756469011307,0.0007920792597483193,0,0,3
A,3,2638,0,0.002993072848767042,0.0007920792597483193,0,0,1
A,3,4888,0,0.017560329288244247,0.0007920792597483193,0,0,2
A,3,1743,0,0.03535580635070801,0.0007920792597483193,0,0,2
A,3,5151,0,0.2708428204059601,0.0,1,0,5
A,3,3302,0,0.02518991008400917,0.0015841585194966386,0,1,2
A,3,2823,0,0.17303194105625153,0.0007920792597483193,1,0,5
A,3,3011,0,0.0036542245652526617,0.0007920792597483193,0,0,1
A,3,1096,0,0.03627548739314079,0.0007920792597483193,0,0,2
A,3,2605,0,0.002870474476367235,0.0007920792597483193,0,0,1
B,3,3151,0,0.0073893410153687,0.0007920792597483193,0,0,1
B,3,4357,1,0.11986774951219559,0.0007920792597483193,0,0,4
B,3,2741,0,0.17643369734287262,0.0007920792597483193,1,0,5
B,3,1475,0,0.13920029997825623,0.0007920792597483193,0,0,4
B,3,206,0,0.1504046618938446,0.0007920792597483193,0,0,4
B,3,3929,0,0.7514665722846985,0.0,1,0,5
B,3,5104,0,0.20172885060310364,0.0031683170389932773,1,1,5
B,3,1701,0,0.4623248279094696,0.0007920792597483193,1,0,5
B,3,1419,0,0.2859393060207367,0.0007920792597483193,1,0,5
B,3,2828,0,0.16859695315361023,0.0007920792597483193,1,0,5
B,3,3064,0,0.029506733641028404,0.0007920792597483193,0,0,2
B,3,3237,0,0.3343762755393982,0.0007920792597483193,1,0,5
B,3,3755,0,0.409100741147995,0.005544554818238235,1,1,5
B,3,1255,0,0.3896879255771637,0.0007920792597483193,1,0,5
B,3,3944,0,0.21870729327201843,0.0,1,0,5
B,3,3421,0,0.0048966920003294945,0.002376237779244958,0,1,1
B,3,4697,0,0.0451674647629261,0.041584161653163684,0,1,3
B,3,4099,0,0.14287813007831573,0.002376237779244958,0,1,4
B,3,4708,0,0.11166911572217941,0.002376237779244958,0,1,4
B,3,4020,0,0.25951194763183594,0.007920792597483193,1,1,5
B,3,3227,0,0.043867435306310654,0.002376237779244958,0,1,3
B,3,4021,0,0.2754906117916107,0.002376237779244958,1,1,5
B,3,4549,0,0.10120613127946854,0.003960396298741596,0,1,4
B,3,3535,1,0.589989185333252,0.004752475558489916,1,1,5
B,3,4171,0,0.1360074132680893,0.002376237779244958,0,1,4
B,3,5162,1,2.777576446533203e-05,0.041584161653163684,0,1,1
B,3,4191,1,0.2383289337158203,0.04396039943240864,1,1,5
B,3,3605,0,0.1478682905435562,0.0807920855270824,0,1,4
B,3,5030,0,0.057606764137744904,0.08000000626733408,0,1,3
B,3,5102,0,0.015874028205871582,0.12079207995610997,0,1,2
B,3,2790,0,0.021186640486121178,0.0007920792597483193,0,0,2
B,3,4082,1,9.53503986238502e-05,0.0007920792597483193,0,0,1
B,3,3612,1,0.10152431577444077,0.0007920792597483193,0,0,4
B,3,615,0,0.009328944608569145,0.0,0,0,1
B,3,464,0,0.2140677273273468,0.0007920792597483193,1,0,5
B,3,5070,0,0.040510501712560654,0.0007920792597483193,0,0,3
B,3,3366,0,0.07241756469011307,0.0007920792597483193,0,0,3
B,3,2638,0,0.002993072848767042,0.0007920792597483193,0,0,1
B,3,4888,0,0.017560329288244247,0.0007920792597483193,0,0,2
B,3,1743,0,0.03535580635070801,0.0007920792597483193,0,0,2
B,3,5151,0,0.2708428204059601,0.0,1,0,5
B,3,3302,0,0.02518991008400917,0.0015841585194966386,0,1,2
B,3,2823,0,0.17303194105625153,0.0007920792597483193,1,0,5
B,3,3011,0,0.0036542245652526617,0.0007920792597483193,0,0,1
B,3,1096,0,0.03627548739314079,0.0007920792597483193,0,0,2
B,3,2605,0,0.002870474476367235,0.0007920792597483193,0,0,1
B,3,2283,0,0.017519047483801842,0.0007920792597483193,0,0,2
B,3,2097,0,0.0067839110270142555,0.0007920792597483193,0,0,1
B,3,2468,0,0.07776052504777908,0.0007920792597483193,0,0,3
B,3,3280,0,0.1208910122513771,0.0007920792597483193,0,0,4
A,4,3151,0,0.1652635782957077,0.0007920792597483193,0,0,4
A,4,4357,1,0.06201643496751785,0.0007920792597483193,0,0,3
A,4,2741,0,0.21215645968914032,0.0007920792597483193,1,0,5
A,4,1475,0,0.16222402453422546,0.0007920792597483193,0,0,4
A,4,206,0,0.09425333887338638,0.0007920792597483193,0,0,3
A,4,3929,0,0.6980320811271667,0.0,1,0,5
A,4,5104,0,0.3281063437461853,0.0031683170389932773,1,1,5
A,4,1701,0,0.21679459512233734,0.0007920792597483193,1,0,5
A,4,1419,0,0.16875089704990387,0.0007920792597483193,0,0,4
A,4,2828,0,0.29421335458755493,0.0007920792597483193,1,0,5
A,4,3064,0,0.3439289927482605,0.0007920792597483193,1,0,5
A,4,3237,0,0.16608190536499023,0.0007920792597483193,0,0,4
A,4,3755,0,0.593593418598175,0.005544554818238235,1,1,5
A,4,1255,0,0.23822106420993805,0.0007920792597483193,1,0,5
A,4,3944,0,0.5962815284729004,0.0,1,0,5
A,4,3974,7,0.8332367539405823,0.0205940607534563,1,1,5
A,4,5096,0,0.30963006615638733,0.0015841585194966386,1,1,5
A,4,558,0,0.21021588146686554,0.0007920792597483193,1,0,5
