P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,772,431,128,103,20,40,36
2,0,701,366,146,84,75,67,90
3,0,618,391,195,130,62,79,55
4,0,604,384,174,172,70,76,49
5,0,595,458,170,76,53,92,85
