P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,821,470,98,45,30,27,38
2,1,719,368,156,68,86,45,86
3,1,706,365,184,95,86,32,61
4,1,653,345,159,104,145,87,35
5,3,609,420,227,64,78,60,68
