P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,375,517,256,76,21,76,0
2,0,466,379,212,83,48,133,0
3,0,357,422,266,160,37,78,0
4,0,356,434,279,114,33,105,0
5,0,345,486,247,104,26,112,0
