P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,484,586,346,62,7,45,0
2,0,501,436,310,124,45,113,0
3,0,367,506,405,127,46,78,1
4,0,402,488,358,167,62,50,2
5,0,354,598,340,111,37,87,2
