P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,25,261,434,355,165,34,44,3
2,8,421,293,303,131,59,105,1
3,12,326,334,301,232,43,72,0
4,34,273,378,316,175,73,72,0
5,31,295,390,332,123,68,78,3
