rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,253,0,8,7.539714813232422,0.9342449903488159,0.9895354509353638
2,3487,8,8,7.278660774230957,0.8969515562057495,0.8973381519317627
3,2795,0,7,7.273415565490723,0.8962022066116333,0.969937801361084
4,3721,8,8,7.090964317321777,0.8701377511024475,0.8607876300811768
5,3375,0,7,6.999992370605469,0.8571417927742004,0.999997615814209
6,3208,7,7,6.998801231384277,0.8569716215133667,0.9999110698699951
7,3772,8,8,6.9808173179626465,0.854402482509613,0.8424808382987976
8,3335,7,7,6.980625629425049,0.8543750643730164,0.9980313181877136
9,3300,7,7,6.942275524139404,0.8488965034484863,0.9900602698326111
10,4060,8,8,6.888462543487549,0.8412089347839355,0.8356928825378418
11,4091,7,7,6.84117317199707,0.834453284740448,0.9703107476234436
12,3475,8,7,6.776101589202881,0.8251573443412781,0.8675598502159119
13,878,0,7,6.723836898803711,0.8176909685134888,0.9277009963989258
14,3250,0,7,6.63081169128418,0.804401695728302,0.9983631372451782
15,2527,0,8,6.629899501800537,0.8042713403701782,0.7841576933860779
16,3439,0,7,6.588644504547119,0.7983778119087219,0.8795850872993469
17,3537,8,8,6.583430767059326,0.7976329922676086,0.7765603065490723
18,3410,7,7,6.539683818817139,0.7913833856582642,0.9349086284637451
19,3448,7,7,6.454855918884277,0.7792651057243347,0.8651697635650635
20,1330,0,8,6.333781719207764,0.7619687914848328,0.7332882881164551
