P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,733,244,123,112,63,46,0
2,0,708,205,111,84,104,109,0
3,0,632,259,105,165,104,55,0
4,0,664,229,98,134,147,49,0
5,0,658,297,92,111,93,69,0
