P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,844,381,195,26,27,55,2
2,0,707,402,174,69,100,75,2
3,0,688,404,207,87,69,72,3
4,0,713,415,167,97,62,64,11
5,0,700,483,162,42,36,105,1
