P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,92,644,445,45,20,63,12
2,0,124,662,299,56,48,125,7
3,0,105,590,402,107,42,72,2
4,0,97,602,392,76,56,70,28
5,0,126,592,378,82,29,106,7
