rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1288,3475,3491,0.9746633768081665,1.0,7.822643756866455,5,8,40
2,237,3487,3488,0.9028438329696655,1.0,7.319906711578369,5,8,40
3,2861,3448,3858,0.8690041303634644,1.0,7.083028793334961,5,8,40
4,3724,3448,4271,0.8690041303634644,1.0,7.083028793334961,5,8,40
5,2872,3347,3448,0.8690041303634644,1.0,7.083028793334961,5,8,40
6,2864,3448,4503,0.8690041303634644,1.0,7.083028793334961,5,8,40
7,3726,3448,4028,0.8690041303634644,1.0,7.083028793334961,5,8,40
8,2174,3335,3866,0.8547773361206055,1.0,6.983441352844238,5,7,35
9,2115,3116,3335,0.8547773361206055,1.0,6.983441352844238,5,7,35
10,3636,3335,3804,0.8547773361206055,1.0,6.983441352844238,5,7,35
11,2177,3335,4325,0.8547773361206055,1.0,6.983441352844238,5,7,35
12,3173,3335,3861,0.8547773361206055,1.0,6.983441352844238,5,7,35
13,5170,3300,4627,0.8485118746757507,1.0,6.9395833015441895,5,7,35
14,2930,3244,3300,0.8485118746757507,1.0,6.9395833015441895,5,7,35
15,3297,3208,3873,0.844563901424408,1.0,6.911947250366211,5,7,35
16,2148,3208,3862,0.844563901424408,1.0,6.911947250366211,5,7,35
17,4055,4357,4563,0.8425742387771606,1.0,6.898019790649414,5,7,35
18,4347,4357,4589,0.8425742387771606,1.0,6.898019790649414,5,7,35
19,4053,4357,4562,0.8425742387771606,1.0,6.898019790649414,5,7,35
20,4345,3652,4357,0.8425742387771606,1.0,6.898019790649414,5,7,35
