model,model_seed,customer_set,budget,selected_beta,cost_increase,common_global_risk_mean,common_global_cvar90_mean,common_global_cvar95_mean,common_max_edge_risk_mean,common_high_risk_edge_hits_mean,common_max_vehicle_risk_mean,common_max_vehicle_cvar90_mean,common_edge_burden_gini_used_mean,common_top10_burden_share_mean,load_global_risk_mean,load_cvar90_mean,load_cvar95_mean,load_max_vehicle_risk_mean,load_edge_burden_gini_used_mean,load_top10_burden_share_mean
GAT,0,A,0.1,0.25,0.059569095535369994,5.29025338874083,0.15913891856892087,0.3052399247598858,0.8323012362312928,39.0,1.6428413724644717,0.30353802435243843,0.8367639898333932,0.8583816622202385,3.1946404636023997,0.10680109049156754,0.20342366955112318,1.1534363436716002,0.8841399452508668,0.88445112566076
GAT,0,A,0.15,0.5,0.10565139647171114,4.861488187915035,0.14352802836680537,0.27273433195306207,0.8277282419690108,38.1,1.5678543245174186,0.30519873967724326,0.8279690939863231,0.8467750768944283,2.382682181153366,0.07708014343013905,0.14506684101427747,0.9699407733469766,0.8656351833840187,0.8586594148155458
GAT,0,A,0.2,1.0,0.17315981222558552,3.2741664899885166,0.07050948027569995,0.1017781912182979,0.36411803959187133,37.2,1.154884714013834,0.11874108035085443,0.7811287939766751,0.7783499674560057,1.7059711222160305,0.04979620288791171,0.0791383573145836,0.6622936151235835,0.8208800533850397,0.7925101390176538
GAT,0,A,0.25,1.0,0.17315981222558552,3.2741664899885166,0.07050948027569995,0.1017781912182979,0.36411803959187133,37.2,1.154884714013834,0.11874108035085443,0.7811287939766751,0.7783499674560057,1.7059711222160305,0.04979620288791171,0.0791383573145836,0.6622936151235835,0.8208800533850397,0.7925101390176538
GAT,0,A,0.3,2.0,0.27967102256062254,2.7129844280760755,0.061251058012777825,0.08714344318226816,0.36551641838385607,32.0,0.8668279883563205,0.10098353703578802,0.7424895656299804,0.7282486958874236,1.39328897866996,0.03699655239899506,0.06519463171219253,0.4757204904191335,0.7948138280889668,0.7494128431702259
GAT,0,A,0.35,2.0,0.27967102256062254,2.7129844280760755,0.061251058012777825,0.08714344318226816,0.36551641838385607,32.0,0.8668279883563205,0.10098353703578802,0.7424895656299804,0.7282486958874236,1.39328897866996,0.03699655239899506,0.06519463171219253,0.4757204904191335,0.7948138280889668,0.7494128431702259
GAT,0,A,0.4,2.0,0.27967102256062254,2.7129844280760755,0.061251058012777825,0.08714344318226816,0.36551641838385607,32.0,0.8668279883563205,0.10098353703578802,0.7424895656299804,0.7282486958874236,1.39328897866996,0.03699655239899506,0.06519463171219253,0.4757204904191335,0.7948138280889668,0.7494128431702259
GAT,0,B,0.1,0.25,0.06709209369091126,7.320136822797275,0.1801450746826579,0.36264112911400115,0.8193895363682581,46.9,2.3958653927736195,0.37535896499051785,0.8496843244036754,0.8798819850294908,3.8711450309001947,0.11615108645764516,0.20536159392087452,1.3949957851431738,0.8792366531665333,0.8871142962273195
GAT,0,B,0.15,0.5,0.1264767492282367,6.346829416723002,0.15651872486296045,0.3185424003934424,0.7223863463921789,44.2,2.0613856624502587,0.3307849930460357,0.8438613894771023,0.8666894079556016,3.3069773126024997,0.10035430860848413,0.18042329210557465,1.1307696571453227,0.8744111736738318,0.8727352919060758
GAT,0,B,0.2,0.5,0.1264767492282367,6.346829416723002,0.15651872486296045,0.3185424003934424,0.7223863463921789,44.2,2.0613856624502587,0.3307849930460357,0.8438613894771023,0.8666894079556016,3.3069773126024997,0.10035430860848413,0.18042329210557465,1.1307696571453227,0.8744111736738318,0.8727352919060758
GAT,0,B,0.25,1.0,0.21137207351835707,5.067849130345806,0.137041784541205,0.25409382168752903,0.5405993190812985,37.4,1.5756053774370422,0.2078071711455896,0.8329886423665862,0.8432434419453406,2.2760662946954895,0.06410906813298267,0.11585738061635834,0.741543981847401,0.8479792795072256,0.8276115997955538
GAT,0,B,0.3,1.0,0.21137207351835707,5.067849130345806,0.137041784541205,0.25409382168752903,0.5405993190812985,37.4,1.5756053774370422,0.2078071711455896,0.8329886423665862,0.8432434419453406,2.2760662946954895,0.06410906813298267,0.11585738061635834,0.741543981847401,0.8479792795072256,0.8276115997955538
