customer_set,budget,baseline,comparison,baseline_minus_stable_mean,relative_risk_reduction,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_p,effect_size_dz,holm_p,significant_0p05
A,0.15,TEG-only,Stable-Tail GNN,0.01370389547227795,0.003015757723768494,-0.06728313647401594,0.09607761592275386,0.845703125,0.0980222327943038,1.0,False
A,0.15,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.043435845300818524,0.009496604761383264,-0.07784433411894297,0.1515196748112054,0.4921875,0.21877396119816675,1.0,False
A,0.2,GCN,Stable-Tail GNN,0.21444145542502083,0.061497429356947825,-0.07901207304359124,0.5994309968152564,0.921875,0.37477963163009165,1.0,False
A,0.2,GAT,Stable-Tail GNN,0.2808252775408383,0.07903041026851293,0.07513923795895146,0.557760163210424,0.01953125,0.6741287939289253,0.1953125,False
A,0.2,GraphSAGE,Stable-Tail GNN,0.09026368723820029,0.026841657470283203,-0.09856385545294183,0.3655740503699461,0.845703125,0.22106759751008492,1.0,False
A,0.2,GraphSAGE-TEG-Concat,Stable-Tail GNN,0.298932053654842,0.08369955214100142,-0.011022164823433496,0.6574120577540228,0.322265625,0.5200266943034054,1.0,False
A,0.2,GraphSAGE-TEG-Gate,Stable-Tail GNN,0.13744038499317277,0.040305126409214506,-0.09119889856858258,0.46417896563121974,1.0,0.28375845030502184,1.0,False
A,0.2,SGFormer-adapted,Stable-Tail GNN,0.30054129624047515,0.08411223309296152,0.03496374659339904,0.5957670137185214,0.16015625,0.6373732847157628,1.0,False
A,0.2,SGFormer-TEG-Concat,Stable-Tail GNN,0.151315134232434,0.04419415155221725,-0.10734971928224199,0.446999371771719,0.76953125,0.3219070410487835,1.0,False
A,0.2,SGFormer-TEG-Gate,Stable-Tail GNN,0.23489308123443814,0.06696975303479495,-0.05502870808349909,0.6009136740512323,0.625,0.4202658074924648,1.0,False
A,0.2,Gradformer-adapted,Stable-Tail GNN,0.7289947015792282,0.18217799337526683,0.4122343924476167,1.0473454567409535,0.00390625,1.3518260733787977,0.04296875,True
A,0.2,TEG-only,Stable-Tail GNN,0.2413444879346239,0.06868276553973512,-0.04971390666868918,0.6125021681960293,0.625,0.4348578574925434,1.0,False
A,0.2,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.22621543974832575,0.0646556552812904,0.04673718532400005,0.4979753340955363,0.048828125,0.563641414336414,0.439453125,False
A,0.25,GCN,Stable-Tail GNN,-0.07311534266330418,-0.022852530285176163,-0.15077586160317683,0.006029457310349877,0.130859375,-0.5439549614741797,0.654296875,False
A,0.25,GAT,Stable-Tail GNN,0.08967217717844837,0.02667045173761382,-0.0281154509327676,0.21128159112625147,0.193359375,0.43600616797148556,0.7734375,False
A,0.25,GraphSAGE,Stable-Tail GNN,-0.16183930014818987,-0.05202635009437352,-0.26952201361584793,-0.053790523175853665,0.048828125,-0.8769480759895729,0.48828125,False
A,0.25,GraphSAGE-TEG-Concat,Stable-Tail GNN,-0.1449948531349871,-0.04636033932749085,-0.2646558985514339,-0.01869053784460164,0.064453125,-0.6930465575187651,0.580078125,False
A,0.25,GraphSAGE-TEG-Gate,Stable-Tail GNN,-0.16079437592917997,-0.051673081589276554,-0.33606386831993873,-0.020289221022470567,0.083984375,-0.5988007938892091,0.587890625,False
A,0.25,SGFormer-adapted,Stable-Tail GNN,-0.010156136693300821,-0.0031130864653825126,-0.24213085954587765,0.2020228485781653,1.0,-0.026595555446557933,1.0,False
A,0.25,SGFormer-TEG-Concat,Stable-Tail GNN,-0.1797453177769615,-0.058117118914274304,-0.3216844393250638,-0.04092226220311281,0.064453125,-0.7406997734873622,0.580078125,False
A,0.25,SGFormer-TEG-Gate,Stable-Tail GNN,-0.2162370515180217,-0.07075078485723361,-0.41417460087628993,-0.034810646740364104,0.083984375,-0.6717134794436783,0.587890625,False
A,0.25,Gradformer-adapted,Stable-Tail GNN,0.31412054634425945,0.08757980665928475,0.20744200617633202,0.4151392681064089,0.00390625,1.7700641901323457,0.04296875,True
A,0.25,TEG-only,Stable-Tail GNN,-0.025228768504838416,-0.007769084276909905,-0.10935678199946251,0.0662217104615359,0.4921875,-0.1666383852774113,0.984375,False
A,0.25,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.07922565252540066,0.023636868873543323,-0.008754498973027802,0.16593853110824447,0.193359375,0.5264704549731553,0.7734375,False
A,0.3,GCN,Stable-Tail GNN,0.06648978640908672,0.023044258083619956,-0.08727346216498692,0.21031727994143332,0.431640625,0.26501233362656407,1.0,False
A,0.3,GAT,Stable-Tail GNN,0.28585648358305166,0.0920729205661525,0.07872954337965127,0.46283623860856854,0.02734375,0.8718470680126382,0.21875,False
A,0.3,GraphSAGE,Stable-Tail GNN,0.10115981300612523,0.034644030112896095,-0.006229816523488996,0.22379391216801192,0.322265625,0.5188018534272283,1.0,False
A,0.3,GraphSAGE-TEG-Concat,Stable-Tail GNN,0.01793984398236228,0.0063240651701379534,-0.1701460013190516,0.2084374974320765,0.76953125,0.05514912066568283,1.0,False
A,0.3,GraphSAGE-TEG-Gate,Stable-Tail GNN,-0.035339628889535124,-0.012696209256390098,-0.21892248845172735,0.15334726417534444,0.6953125,-0.11119064227124986,1.0,False
A,0.3,SGFormer-adapted,Stable-Tail GNN,0.139476643982713,0.04714764487373559,-0.030210176764675516,0.3096715207620559,0.16015625,0.48051050530507927,1.0,False
A,0.3,SGFormer-TEG-Concat,Stable-Tail GNN,0.19083716187755603,0.06340830643232673,0.06431186375991181,0.33931963684287103,0.01953125,0.8144410165224341,0.17578125,False
A,0.3,SGFormer-TEG-Gate,Stable-Tail GNN,0.07836087640688212,0.02704729981669804,-0.09900341744735561,0.24332705278313477,0.322265625,0.268350406937316,1.0,False
A,0.3,Gradformer-adapted,Stable-Tail GNN,0.576593074026647,0.16981537557242302,0.2626430077378464,0.8262993784899277,0.009765625,1.178773085270934,0.107421875,False
A,0.3,TEG-only,Stable-Tail GNN,0.28258380584970577,0.09111485303964031,0.12670847721940287,0.4382080946712432,0.013671875,1.0529297079700275,0.13671875,False
A,0.3,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.12655505873693668,0.04296740657048058,-0.05919390466222144,0.33196854295271516,0.556640625,0.376925857429618,1.0,False
A,0.35,GCN,Stable-Tail GNN,-0.02475102668057665,-0.009033544320086972,-0.17021282454807024,0.13854028292423923,0.625,-0.09298468418726435,1.0,False
A,0.35,GAT,Stable-Tail GNN,0.0505433337707291,0.017953750376234385,-0.1159817507599185,0.21064937471065445,0.4921875,0.18116234649354365,1.0,False
A,0.35,GraphSAGE,Stable-Tail GNN,0.0016031663453492495,0.0005795436862762423,-0.06947615354713556,0.07738849511873058,0.921875,0.012844387837835479,1.0,False
A,0.35,GraphSAGE-TEG-Concat,Stable-Tail GNN,-0.1588015600350258,-0.060940371500956755,-0.26866072208647634,-0.0514946476057074,0.048828125,-0.8591214179257106,0.48828125,False
A,0.35,GraphSAGE-TEG-Gate,Stable-Tail GNN,-0.1902934348944781,-0.07391874513474954,-0.317906999747543,-0.07534539279662172,0.013671875,-0.9282712931919577,0.150390625,False
A,0.35,SGFormer-adapted,Stable-Tail GNN,0.12725950885982637,0.04400530953469849,-0.04833837738574215,0.2977992880648702,0.275390625,0.42905553273340646,1.0,False
A,0.35,SGFormer-TEG-Concat,Stable-Tail GNN,0.1012548832551606,0.03533082163170959,-0.0031483962792131304,0.2503201142227138,0.193359375,0.45239920920373666,1.0,False
A,0.35,SGFormer-TEG-Gate,Stable-Tail GNN,0.0033866783647529706,0.0012234933937826113,-0.18743127604519425,0.18496509875299685,0.845703125,0.01066167224679154,1.0,False
A,0.35,Gradformer-adapted,Stable-Tail GNN,0.09577754614448244,0.033483610854477194,-0.22391394805725343,0.4450415355426903,0.921875,0.16817891415095984,1.0,False
A,0.35,TEG-only,Stable-Tail GNN,0.028307807396690164,0.010135411301034732,-0.08183053012887721,0.17676576283148304,0.921875,0.1262739265590762,1.0,False
A,0.35,Stable-Tail w/o Tail Loss,Stable-Tail GNN,-0.02852897194880506,-0.010426782837828056,-0.14351949863999763,0.07923787854756958,0.625,-0.15248463371090767,1.0,False
A,0.4,GCN,Stable-Tail GNN,-0.10334808890314987,-0.03883361322257702,-0.21930300920444992,0.018467195437592086,0.130859375,-0.5198770352343862,1.0,False
A,0.4,GAT,Stable-Tail GNN,0.0505433337707291,0.017953750376234385,-0.1159817507599185,0.21064937471065445,0.4921875,0.18116234649354365,1.0,False
A,0.4,GraphSAGE,Stable-Tail GNN,0.0016031663453492495,0.0005795436862762423,-0.06947615354713556,0.07738849511873058,0.921875,0.012844387837835479,1.0,False
A,0.4,GraphSAGE-TEG-Concat,Stable-Tail GNN,-0.1588015600350258,-0.060940371500956755,-0.26866072208647634,-0.0514946476057074,0.048828125,-0.8591214179257106,0.48828125,False
A,0.4,GraphSAGE-TEG-Gate,Stable-Tail GNN,-0.1902934348944781,-0.07391874513474954,-0.317906999747543,-0.07534539279662172,0.013671875,-0.9282712931919577,0.150390625,False
A,0.4,SGFormer-adapted,Stable-Tail GNN,0.12725950885982637,0.04400530953469849,-0.04833837738574215,0.2977992880648702,0.275390625,0.42905553273340646,1.0,False
A,0.4,SGFormer-TEG-Concat,Stable-Tail GNN,0.1012548832551606,0.03533082163170959,-0.0031483962792131304,0.2503201142227138,0.193359375,0.45239920920373666,1.0,False
A,0.4,SGFormer-TEG-Gate,Stable-Tail GNN,0.0033866783647529706,0.0012234933937826113,-0.18743127604519425,0.18496509875299685,0.845703125,0.01066167224679154,1.0,False
A,0.4,Gradformer-adapted,Stable-Tail GNN,-0.10215893510596415,-0.03836963739162585,-0.3015269012934786,0.1497386101419049,0.16015625,-0.2649170051687085,1.0,False
A,0.4,TEG-only,Stable-Tail GNN,-0.041297701893530145,-0.015164272038423115,-0.10031697724246537,0.023822894340936082,0.375,-0.38629358903109307,1.0,False
A,0.4,Stable-Tail w/o Tail Loss,Stable-Tail GNN,-0.02852897194880506,-0.010426782837828056,-0.14351949863999763,0.07923787854756958,0.625,-0.15248463371090767,1.0,False
B,0.1,GCN,Stable-Tail GNN,0.035892612409282876,0.004941034186280988,-0.07468701995817775,0.15032981640486354,0.4921875,0.18692200604635398,1.0,False
B,0.1,GAT,Stable-Tail GNN,0.10714360733202807,0.014606293420066514,0.010378591870898481,0.2029646957867653,0.064453125,0.6452345765604495,0.708984375,False
B,0.1,GraphSAGE,Stable-Tail GNN,0.08045840084200914,0.01100849451139493,-0.03495245006035571,0.20802815027742488,0.625,0.3854925333226734,1.0,False
B,0.1,GraphSAGE-TEG-Concat,Stable-Tail GNN,0.012112309115562426,0.0016728761476677426,-0.10036862093319038,0.10774599365889219,0.4921875,0.06804345053473088,1.0,False
B,0.1,GraphSAGE-TEG-Gate,Stable-Tail GNN,0.058855137548009216,0.00807656148910657,-0.03054147582007792,0.14743639760986615,0.275390625,0.39068897597013785,1.0,False
B,0.1,SGFormer-adapted,Stable-Tail GNN,-0.4104146054525333,-0.06019677998705115,-0.8669800070543824,-0.024002871331280973,0.083984375,-0.5615832181875571,0.83984375,False
B,0.1,SGFormer-TEG-Concat,Stable-Tail GNN,-0.14150188600976765,-0.01996697672325031,-0.41982286461098733,0.06492618345426553,0.322265625,-0.3360601529579644,1.0,False
B,0.1,SGFormer-TEG-Gate,Stable-Tail GNN,-0.18042941043748018,-0.02560056521653666,-0.6101444740787507,0.07802325779560376,0.845703125,-0.2774213124361439,1.0,False
B,0.1,Gradformer-adapted,Stable-Tail GNN,0.06805923840493025,0.009327838463809036,-0.09342297194306193,0.23548750869715507,0.4921875,0.24195375792834561,1.0,False
B,0.1,TEG-only,Stable-Tail GNN,-0.005436438735037008,-0.0007526710783986769,-0.10394668493800165,0.09604474829295108,0.921875,-0.03170990915545397,1.0,False
B,0.1,Stable-Tail w/o Tail Loss,Stable-Tail GNN,-0.09313413396283927,-0.013052838072690068,-0.2581633321002927,0.07924730815390586,0.431640625,-0.3254422923573549,1.0,False
B,0.15,GCN,Stable-Tail GNN,0.20861899545216217,0.034204169348688994,-0.10937205223388485,0.5377998594617094,0.275390625,0.3817054750710232,1.0,False
B,0.15,GAT,Stable-Tail GNN,0.49570994947442315,0.07762061769264167,0.2117258597149157,0.8027813615353298,0.009765625,0.998180702723565,0.107421875,False
B,0.15,GraphSAGE,Stable-Tail GNN,0.42308944648738,0.06701135829904131,0.0032933221701515122,0.8923253065730675,0.193359375,0.560987489462141,1.0,False
B,0.15,GraphSAGE-TEG-Concat,Stable-Tail GNN,0.2943992450384312,0.04759885155020543,-0.08334237182883494,0.6596964475095296,0.232421875,0.4596995037240361,1.0,False
B,0.15,GraphSAGE-TEG-Gate,Stable-Tail GNN,0.10302503516173953,0.017189079369627377,-0.2963466353525146,0.49075350161181186,0.625,0.153548779756663,1.0,False
B,0.15,SGFormer-adapted,Stable-Tail GNN,0.04844192272616219,0.008156510348164553,-0.3362994566170207,0.5101978758759913,0.76953125,0.06740627045286963,1.0,False
B,0.15,SGFormer-TEG-Concat,Stable-Tail GNN,-0.13047146091680767,-0.022650758092245354,-0.26249372395279985,0.006220570989842582,0.130859375,-0.5634780520560224,1.0,False
B,0.15,SGFormer-TEG-Gate,Stable-Tail GNN,0.06155107801745156,0.010340966443266658,-0.1803549225289132,0.36713282938463954,0.921875,0.13043812732458118,1.0,False
B,0.15,Gradformer-adapted,Stable-Tail GNN,0.056847616214237284,0.009558308495412398,-0.3330974617785435,0.49728021287314966,1.0,0.081104850606479,1.0,False
B,0.15,TEG-only,Stable-Tail GNN,0.0020947680867191565,0.00035548510491364657,-0.19971359784147494,0.211496458997296,1.0,0.00591360531272414,1.0,False
B,0.15,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.30953605641951965,0.049924009844696166,0.034127712908573395,0.6263856612152773,0.10546875,0.6038446008957337,1.0,False
B,0.2,GCN,Stable-Tail GNN,0.829478700546337,0.13952801576735027,0.353902550870594,1.2908103757569467,0.013671875,1.0489213773853836,0.13671875,False
B,0.2,GAT,Stable-Tail GNN,0.9475134939870202,0.1562799361678226,0.4900410643406457,1.422806647738346,0.005859375,1.199252646091956,0.064453125,False
B,0.2,GraphSAGE,Stable-Tail GNN,0.04073094999342715,0.00789950088887395,-0.551834406863149,0.6339707801824832,0.921875,0.040903291792175334,1.0,False
B,0.2,GraphSAGE-TEG-Concat,Stable-Tail GNN,0.4237732069222332,0.07650462071369325,0.02095488182399049,0.8798939192085612,0.130859375,0.5754856603983544,0.916015625,False
B,0.2,GraphSAGE-TEG-Gate,Stable-Tail GNN,0.34122111894142326,0.06253327969844144,-0.19806804159609231,0.879431696179234,0.322265625,0.3734501398012706,1.0,False
B,0.2,SGFormer-adapted,Stable-Tail GNN,-0.09641787601741977,-0.01921060033085373,-0.4604718072422187,0.28071472437844536,0.76953125,-0.1531496489726653,1.0,False
B,0.2,SGFormer-TEG-Concat,Stable-Tail GNN,0.09729239812731696,0.018664479021868758,-0.6327860942297081,0.8293290273796714,1.0,0.0773729939671161,1.0,False
B,0.2,SGFormer-TEG-Gate,Stable-Tail GNN,-0.18902019305847678,-0.038368897308616014,-0.6773313104982437,0.23152620188219863,0.375,-0.24739465698618876,1.0,False
B,0.2,Gradformer-adapted,Stable-Tail GNN,0.6400007170815836,0.1111998097294259,0.15121262535522226,1.0773108783869312,0.037109375,0.8170531663326653,0.333984375,False
B,0.2,TEG-only,Stable-Tail GNN,0.6120548696702133,0.10686311459725961,0.17611540912070972,1.0618916772252485,0.037109375,0.8160576198073228,0.333984375,False
B,0.2,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.4880219080362937,0.087093375285155,0.03171704146030334,0.995350850609155,0.16015625,0.5963560596729275,0.9609375,False
B,0.25,GCN,Stable-Tail GNN,0.2507572957260053,0.05564783557605595,-0.182342281302466,0.7749270249727899,0.76953125,0.30384958283146996,1.0,False
B,0.25,GAT,Stable-Tail GNN,0.7896956741719093,0.15652773022702313,0.40846914455805894,1.1588848527851454,0.009765625,1.210628419724681,0.107421875,False
B,0.25,GraphSAGE,Stable-Tail GNN,0.17370297633716242,0.03921864163652868,-0.10686285586998304,0.5910390783317422,0.845703125,0.27778157296334477,1.0,False
B,0.25,GraphSAGE-TEG-Concat,Stable-Tail GNN,0.018852820240509473,0.0044107985538950675,-0.41090791589984466,0.48505590215360384,0.921875,0.024416637761788002,1.0,False
B,0.25,GraphSAGE-TEG-Gate,Stable-Tail GNN,0.022373289312407608,0.005230138349647928,-0.3266197156703278,0.47484289273543034,0.556640625,0.03223405766819462,1.0,False
B,0.25,SGFormer-adapted,Stable-Tail GNN,0.23301272183802638,0.05191440722274423,-0.12908294253897049,0.6898038324894273,0.4921875,0.33068435771027316,1.0,False
B,0.25,SGFormer-TEG-Concat,Stable-Tail GNN,-0.02358624088322654,-0.005573567925215317,-0.1524953857505063,0.11555560133729068,0.625,-0.10238604188816784,1.0,False
B,0.25,SGFormer-TEG-Gate,Stable-Tail GNN,-0.016448370183955417,-0.003880301965006135,-0.4357491286393095,0.5201398791300108,0.322265625,-0.020043868283658776,1.0,False
B,0.25,Gradformer-adapted,Stable-Tail GNN,0.36802070838013706,0.07959941271716589,-0.07302132997251366,0.9107362066239807,0.193359375,0.4342021973761721,1.0,False
B,0.25,TEG-only,Stable-Tail GNN,0.08789284948302259,0.020236505428969633,-0.011943573423739787,0.17674443733743694,0.10546875,0.5460560109714889,1.0,False
B,0.25,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.24319992319645492,0.05406137790868667,-0.08940797550192554,0.7139475874924411,0.275390625,0.34380628873287433,1.0,False
B,0.3,GCN,Stable-Tail GNN,0.09606370320762894,0.022957382781489878,-0.1351771094971525,0.32492207329599115,0.4921875,0.2439385997016853,1.0,False
B,0.3,GAT,Stable-Tail GNN,0.6780588793490854,0.14225713706421148,0.41107015627117915,0.8734690038113627,0.005859375,1.6587400939294195,0.064453125,False
B,0.3,GraphSAGE,Stable-Tail GNN,0.03236799967448092,0.007854898852664207,-0.24976002173277673,0.25820760110939805,0.431640625,0.07567803634370959,1.0,False
B,0.3,GraphSAGE-TEG-Concat,Stable-Tail GNN,-0.07110031197021698,-0.01769865445432399,-0.43786695946652165,0.2679029969361448,0.921875,-0.11646175498156784,1.0,False
B,0.3,GraphSAGE-TEG-Gate,Stable-Tail GNN,-0.14772331566068445,-0.037487050853613556,-0.399619686257672,0.1478523242579129,0.275390625,-0.3186153561890618,1.0,False
B,0.3,SGFormer-adapted,Stable-Tail GNN,0.11551958418549466,0.02747919841703515,-0.12513690519511927,0.3509053410413395,0.4921875,0.2855553505724016,1.0,False
B,0.3,SGFormer-TEG-Concat,Stable-Tail GNN,-0.04876227964095534,-0.012071035869616433,-0.30857238265751374,0.22936001253380975,0.625,-0.10647232177008471,1.0,False
B,0.3,SGFormer-TEG-Gate,Stable-Tail GNN,-0.2639556732742462,-0.06901854231339016,-0.5407575635642937,-0.009176475063181361,0.130859375,-0.5745402730332971,1.0,False
B,0.3,Gradformer-adapted,Stable-Tail GNN,0.23670447596289512,0.05472838479253466,-0.1246403763634351,0.5853499581138797,0.275390625,0.39098020769227626,1.0,False
B,0.3,TEG-only,Stable-Tail GNN,0.19915955623276838,0.04645086135779537,0.02934989930917962,0.43781690883283986,0.048828125,0.5621252512271884,0.48828125,False
B,0.3,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.14161395098716784,0.033478582794801016,-0.07917530189804398,0.36760681406861784,0.193359375,0.36845600209144075,1.0,False
B,0.35,GCN,Stable-Tail GNN,0.5333021363512825,0.13232447294312225,0.25605967791727374,0.7707630066913032,0.013671875,1.1910011642478917,0.095703125,False
B,0.35,GAT,Stable-Tail GNN,0.9442813639828198,0.21261660208365835,0.527782273394207,1.32705987822503,0.005859375,1.4057032793544983,0.05859375,False
B,0.35,GraphSAGE,Stable-Tail GNN,0.28440637686499676,0.07521262129479393,0.05201280614539773,0.5338434490873198,0.193359375,0.6947189761458984,0.80078125,False
B,0.35,GraphSAGE-TEG-Concat,Stable-Tail GNN,0.2988978793761753,0.07874319692757371,0.03581697774166245,0.563805375370255,0.064453125,0.6551091241942398,0.38671875,False
B,0.35,GraphSAGE-TEG-Gate,Stable-Tail GNN,0.1322487607844322,0.036440121842535825,-0.06798946293188987,0.3432294916944437,0.375,0.37919012983726386,0.80078125,False
B,0.35,SGFormer-adapted,Stable-Tail GNN,0.5157345498166034,0.12852578610366414,0.2523714744008866,0.8045440515204006,0.009765625,1.0782842593736786,0.078125,False
B,0.35,SGFormer-TEG-Concat,Stable-Tail GNN,0.3650276518580068,0.09451811112648711,0.18966508278291352,0.5537583982572829,0.00390625,1.158697308559482,0.04296875,True
B,0.35,SGFormer-TEG-Gate,Stable-Tail GNN,0.1848616595815483,0.05020931041948004,-0.019722647549368113,0.4059045033764707,0.275390625,0.5090065590292862,0.80078125,False
B,0.35,Gradformer-adapted,Stable-Tail GNN,0.6420742711954919,0.15512663975039392,0.3316770022272328,0.9525162411365435,0.005859375,1.2209214117957297,0.05859375,False
B,0.35,TEG-only,Stable-Tail GNN,0.2981599603798885,0.07856406869402816,0.025795753027389415,0.6100569069429935,0.16015625,0.598346473360559,0.80078125,False
B,0.35,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.18749006733062776,0.05088687099635727,-0.011019410935008843,0.4167301417523078,0.193359375,0.5105410860696927,0.80078125,False
B,0.4,GCN,Stable-Tail GNN,-0.16046555610272129,-0.04869849026509337,-0.3312816195500307,0.05493703298516575,0.130859375,-0.4822955793154961,1.0,False
B,0.4,GAT,Stable-Tail GNN,0.4812279593945517,0.12223909227590932,0.19672644547991658,0.7515252375288528,0.009765625,1.007292668909902,0.107421875,False
B,0.4,GraphSAGE,Stable-Tail GNN,0.07691666369618884,0.021774218275537653,-0.05875291996405734,0.2499718859709882,0.6953125,0.2898446427334345,1.0,False
B,0.4,GraphSAGE-TEG-Concat,Stable-Tail GNN,0.10112858128884153,0.02843344615700821,-0.10775580694110806,0.3196516412875854,0.625,0.27788649111936586,1.0,False
B,0.4,GraphSAGE-TEG-Gate,Stable-Tail GNN,-0.029230468968142808,-0.008531160914882445,-0.17318537267828782,0.11663626047119378,0.921875,-0.11882929816412806,1.0,False
B,0.4,SGFormer-adapted,Stable-Tail GNN,0.4869350484033471,0.1235097278513665,0.20083409533166677,0.796175575156608,0.013671875,0.9638422090732994,0.13671875,False
B,0.4,SGFormer-TEG-Concat,Stable-Tail GNN,0.21858565739594754,0.059493110075320425,0.04567114963507576,0.41538908396297314,0.048828125,0.6958865001346014,0.439453125,False
B,0.4,SGFormer-TEG-Gate,Stable-Tail GNN,0.22627200034350553,0.06145655692045806,0.002554488705116819,0.4562063137181501,0.193359375,0.5839645181247356,1.0,False
B,0.4,Gradformer-adapted,Stable-Tail GNN,0.39542880113599604,0.1026827187673854,-0.01636465688067703,0.8358331915026269,0.232421875,0.5446810946033623,1.0,False
B,0.4,TEG-only,Stable-Tail GNN,-0.0901197823772796,-0.026778100101821762,-0.1841608269893864,0.003238478169417784,0.232421875,-0.5594747214580215,1.0,False
B,0.4,Stable-Tail w/o Tail Loss,Stable-Tail GNN,0.04467992726343506,0.012764861047366181,-0.08852797072577005,0.2151667197221377,1.0,0.1707909945317528,1.0,False
