model,model_seed,customer_set,max_budget,common_risk_aubrc,cvar90_aubrc,cvar95_aubrc,load_risk_aubrc,load_cvar90_aubrc,load_cvar95_aubrc,max_vehicle_risk_aubrc,max_vehicle_cvar90_aubrc
GAT,0,A,0.4,4.320217373552722,0.116767576406545,0.1989603130996174,2.251743758735367,0.07037719983539995,0.12531778496055415,1.4097215969235084,0.21269234654295346
GAT,0,B,0.4,6.012189441852763,0.15565376195741096,0.2909300423041818,2.9260032127150284,0.08568083401615256,0.1498016865747178,1.9215868077761171,0.2777990174792023
GAT,1,A,0.4,4.469034815281464,0.11843664705000236,0.2053750141978374,2.2940768043497126,0.07149231131884073,0.12461364778914327,1.3888022536875124,0.1980296057792268
GAT,1,B,0.4,5.745340551917716,0.1462548440063532,0.28350185387791327,2.9034142587575005,0.08518185153772864,0.15184052630554912,1.8709942228036058,0.2626788803470419
GAT,2,A,0.4,4.463456267323027,0.12078588460106178,0.21467882044816874,2.3062561467052443,0.07167900612475661,0.12834495588284014,1.3991570122946417,0.2101934727631931
GAT,2,B,0.4,6.189866184715507,0.16113514883447147,0.3027896132576441,2.988659363956373,0.08798598936643276,0.15639056520357428,1.989093310082436,0.2908128231905689
GAT,3,A,0.4,4.33204001178099,0.11681786676244499,0.20604429099035973,2.3068433318886004,0.07205199297663052,0.1272503058602846,1.3459304413482231,0.21269409363160233
GAT,3,B,0.4,5.691239181608443,0.1461530523851228,0.27339170715168504,2.7674227964666906,0.08040497665266441,0.14129764860854466,1.7822487659091528,0.24505049560057743
GAT,4,A,0.4,4.554467785597586,0.12489728300624582,0.21836711523883853,2.3453568821420996,0.07291130201160226,0.13121156057391475,1.4195025531265697,0.20635702128008487
GAT,4,B,0.4,6.116434364061223,0.16177423429704246,0.30491902515365976,3.1268658781051086,0.09321710510410462,0.1670810275984981,1.9401769421685349,0.293519495317655
GAT,5,A,0.4,4.369829340613817,0.11816891980184452,0.20120721069015765,2.2634591728579876,0.07086102491341957,0.12439127402066003,1.3924082065115402,0.21602705334106154
GAT,5,B,0.4,5.96381536366911,0.15161248694352153,0.2892949721010338,2.9880799768317305,0.08784891604935266,0.15557451843762343,1.8866320380506303,0.28946986509174527
GAT,6,A,0.4,4.246600433857046,0.11568891330567561,0.19537822926047238,2.2672608729295316,0.07075043588399688,0.12398942841545575,1.378991168929455,0.2056901570349016
GAT,6,B,0.4,6.01242927140578,0.15706141996291326,0.2931614576629853,2.94517528849757,0.08656860830750827,0.15275704287861763,2.0119518382071124,0.28105711325692406
GAT,7,A,0.4,4.478615630454091,0.12155162066529862,0.21370358335640752,2.3096507050344215,0.0721576790810644,0.12630022344535702,1.4192189474150678,0.218284820860627
GAT,7,B,0.4,5.8569495840581896,0.15263147615157538,0.2915541871543842,2.926357673335036,0.08580596143895833,0.15344487783323418,1.912055935580405,0.2682124119916948
GAT,8,A,0.4,4.422792603768892,0.12130491606009197,0.2152708833457426,2.3391375735574567,0.07327477170419164,0.13044854593476615,1.4169096394136775,0.20736722456054207
GAT,8,B,0.4,5.803362727150463,0.14997735060604714,0.28059207888879806,2.8876016174464394,0.08444021070679433,0.14959460685635984,1.9483938137493322,0.2649205449263881
GAT,9,A,0.4,4.447763339890405,0.1206392991371513,0.20204218409014355,2.266303689371957,0.07044452596256195,0.12309924525110025,1.4019893439260145,0.21461774370657816
GAT,9,B,0.4,5.89294613043962,0.15350975627013114,0.2913383791771223,2.9011602348011136,0.08629881353356358,0.15183095446872288,1.9081425275538826,0.2639447004744666
GCN,0,A,0.4,4.233336753109671,0.11381437774414888,0.1966605549351919,2.210619576113062,0.06833034825910816,0.12347596968815797,1.3436371088484123,0.19797386885840132
GCN,0,B,0.4,5.57900870191149,0.13877018852431763,0.26312939233284693,2.7691019995230453,0.08015027071275514,0.1414738644791655,1.887924354278936,0.24762410776993704
