P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,835,451,101,73,19,48,2
2,1,798,360,165,116,32,54,3
3,0,776,398,174,84,34,50,14
4,0,790,358,178,81,56,52,14
5,0,706,502,113,84,28,89,7
