rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,2794,0,8,6.848141670227051,0.8354488015174866,0.8659044504165649
2,3477,0,7,6.836423873901367,0.8337748646736145,0.9868488907814026
3,3593,0,7,6.7178497314453125,0.8168357014656067,0.9995545744895935
4,4485,7,7,6.6996073722839355,0.8142296075820923,0.9235334992408752
5,1660,0,8,6.6803998947143555,0.8114857077598572,0.7845998406410217
6,3777,7,7,6.677855968475342,0.8111222982406616,0.904670774936676
7,3901,0,7,6.497978210449219,0.7854254841804504,0.9422945976257324
8,4436,8,8,6.294199466705322,0.756314218044281,0.6990998983383179
9,3846,3,7,6.279364109039307,0.7541948556900024,0.8074246048927307
10,2163,0,8,6.154228210449219,0.7363182902336121,0.6797339916229248
11,3756,6,6,6.001177787780762,0.7144539952278137,0.9258710145950317
12,4370,6,7,5.958885192871094,0.7084121704101562,0.7325725555419922
13,3816,8,7,5.914551734924316,0.7020788192749023,0.711472749710083
14,4312,1,8,5.811546325683594,0.6873637437820435,0.6174085140228271
15,3721,1,7,5.755237579345703,0.6793196797370911,0.7381876707077026
16,3701,0,8,5.708329200744629,0.6726184487342834,0.6245137453079224
17,2407,0,6,5.6961541175842285,0.6708791851997375,0.7939292788505554
18,4988,0,8,5.649738311767578,0.6642483472824097,0.5487269163131714
19,3794,7,7,5.589241027832031,0.6556058526039124,0.6375409364700317
20,4394,0,8,5.54488468170166,0.6492692232131958,0.5680917501449585
