weight_setting,customer_set,seed,budget,rerank_score,cost_norm,common_risk_norm,cvar90_norm,load_risk_norm,top10_share_norm,risk_source,run_dir,beta,lambda_concentration,pyvrp_cost,routes,common_global_risk,common_global_cvar90,common_global_cvar95,common_max_edge_risk,common_high_risk_edge_hits,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden,load_global_risk,load_cvar90,load_cvar95,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden,baseline_cost,cost_increase_pct
J-balanced,A,0,0.2,0.4713501602533306,0.44766217706627454,0.10610122125790578,0.08186990941234189,0.039294060008397254,0.32443012032468754,A_Stable-Tail-eta0.7_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p7_seed6_A_Stable-Tail-eta0.7_seed6,1.0,0.0,160786.0,"[[0, 49, 12, 30, 23, 26, 28, 2, 25, 45, 11, 0], [0, 13, 17, 44, 20, 16, 42, 14, 3, 15, 48, 0], [0, 39, 38, 50, 5, 43, 8, 7, 22, 46, 1, 0], [0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0]]",2.585591749006867,0.045517673395857744,0.1143641100512679,0.26565452190450767,40.0,0.9587318005984415,0.09531349520162793,0.32939547755698806,0.7125107045156014,0.6991324428468241,0.5313090438090153,1.124432965120826,0.02680196032335019,0.03361884951366715,0.37347849121342236,0.28323032549515736,0.7440479162542772,0.6957018958590842,0.2345459115180038,133997.0,0.19992238632208184
J-balanced,A,0,0.25,0.43872241588709526,0.5284081414391231,0.06021688551898666,0.08300138782865775,0.11251404119955645,0.19997742702247337,A_Stable-Tail-eta0.3_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p3_seed1_A_Stable-Tail-eta0.3_seed1,2.0,0.0,165618.0,"[[0, 48, 1, 16, 20, 44, 17, 13, 37, 10, 12, 0], [0, 21, 47, 29, 6, 19, 24, 41, 4, 32, 39, 0], [0, 15, 11, 45, 25, 2, 28, 26, 23, 30, 49, 0], [0, 27, 35, 18, 34, 33, 43, 8, 7, 22, 46, 0], [0, 42, 14, 3, 38, 50, 5, 36, 31, 9, 40, 0]]",2.351954621696965,0.04569127867650331,0.061219924376750605,0.26565452190450767,34.0,0.728690098163151,0.07976972218747995,0.13793118048529052,0.6824125014018156,0.6661063462333718,0.5313090438090153,1.373457399067465,0.03493167310425094,0.060537676134844516,0.38983813356156694,0.16740963149562305,0.7691708101751211,0.7207785468707395,0.2922199740949584,133997.0,0.23598289513944343
J-balanced,A,0,0.3,0.0594357813468833,0.6656194645900873,0.003276514276654881,0.008643187902879046,0.03887289126447033,0.0,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173829.0,"[[0, 27, 21, 47, 32, 39, 15, 3, 14, 42, 48, 0], [0, 30, 23, 26, 28, 2, 25, 11, 45, 16, 1, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 20, 5, 36, 33, 34, 18, 35, 10, 37, 49, 0]]",2.0620215857102675,0.034282332663687826,0.04669503842422126,0.26565452190450767,37.0,0.7488397888292051,0.09418384999941198,0.3262859490293937,0.6420193666034255,0.6130381992121109,0.5313090438090153,1.1230005513678287,0.025353588089977456,0.04301568340956158,0.4209102692910752,0.34496190705821594,0.7492002636575172,0.6941644741122998,0.2922199740949584,133997.0,0.2972603864265618
J-balanced,A,1,0.2,0.6527010021871282,0.4370401926889613,0.14156833715404374,0.10403220957215605,0.10354168830764776,0.3990531151622493,A_Stable-Tail-GNN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed1_A_Stable-Tail-GNN_seed1,1.5,0.0,160670.0,"[[0, 48, 20, 44, 17, 13, 14, 42, 16, 3, 15, 0], [0, 37, 10, 35, 18, 34, 33, 5, 50, 38, 39, 0], [0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 1, 11, 25, 2, 28, 26, 23, 30, 12, 49, 0], [0, 40, 9, 31, 36, 7, 8, 43, 22, 46, 45, 0]]",2.78036708552165,0.04921673464379689,0.11988511501860756,0.26565452190450767,41.0,0.9587318005984415,0.09531349520162793,0.2890808612346665,0.7260747712639564,0.717960417536955,0.5313090438090153,1.3711258130712634,0.03305715036978305,0.0609752974868494,0.46863688354167843,0.28651810036291225,0.7635872980832168,0.7163966020100991,0.34535087847585993,133997.0,0.1990566952991485
J-balanced,A,1,0.25,0.21267035252021943,0.5388900722583605,0.04397871842410288,0.027259223820334556,0.05715851839470739,0.11402933612148008,A_Stable-Tail-eta0.3_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p3_seed0_A_Stable-Tail-eta0.3_seed0,2.0,0.0,166886.0,"[[0, 49, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0], [0, 1, 45, 39, 32, 4, 41, 24, 6, 19, 12, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 48, 20, 36, 5, 33, 34, 18, 35, 10, 37, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0]]",2.285065504573371,0.03746287306184316,0.09135039481122627,0.26565452190450767,40.0,0.8810464578169189,0.11821519561844178,0.32020896066043125,0.6661889229425499,0.6418611319070238,0.5313090438090153,1.2147848889118995,0.02837430503646076,0.05215041375463851,0.42140829847420247,0.2972846315450224,0.7454070172487595,0.6865754761502214,0.2870199778228758,133997.0,0.24544579356254245
J-balanced,A,1,0.3,0.21267035252021943,0.5388900722583605,0.04397871842410288,0.027259223820334556,0.05715851839470739,0.11402933612148008,A_Stable-Tail-eta0.3_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p3_seed0_A_Stable-Tail-eta0.3_seed0,2.0,0.0,166886.0,"[[0, 49, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0], [0, 1, 45, 39, 32, 4, 41, 24, 6, 19, 12, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 48, 20, 36, 5, 33, 34, 18, 35, 10, 37, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0]]",2.285065504573371,0.03746287306184316,0.09135039481122627,0.26565452190450767,40.0,0.8810464578169189,0.11821519561844178,0.32020896066043125,0.6661889229425499,0.6418611319070238,0.5313090438090153,1.2147848889118995,0.02837430503646076,0.05215041375463851,0.42140829847420247,0.2972846315450224,0.7454070172487595,0.6865754761502214,0.2870199778228758,133997.0,0.24544579356254245
J-balanced,A,2,0.2,0.5587643703818369,0.43960268615836456,0.10523216233497044,0.061229395144267874,0.12212830463567903,0.4178902262453033,A_Stable-Tail-GNN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed1_A_Stable-Tail-GNN_seed1,1.5,0.0,160641.0,"[[0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 1, 45, 11, 25, 2, 28, 26, 23, 30, 12, 0], [0, 15, 46, 22, 43, 8, 7, 36, 31, 9, 40, 0], [0, 37, 10, 35, 18, 34, 33, 5, 50, 38, 39, 0], [0, 42, 14, 3, 16, 20, 44, 17, 13, 49, 48, 0]]",2.759550691651178,0.04993990828678932,0.12699906688250095,0.26565452190450767,40.0,0.9587318005984415,0.09531349520162793,0.29058587701207994,0.7308772399493937,0.7222293187378661,0.5313090438090153,1.4088761577588083,0.035522426095403514,0.06701632916544252,0.4154057827556588,0.23442504177544587,0.776374611513891,0.7365057676086866,0.2922199740949584,133998.0,0.1988313258406842
J-balanced,A,2,0.25,0.2977531965019313,0.5408121174121802,0.062358026616765386,0.03565382938968003,0.05159155381128822,0.22499191458903536,A_Stable-Tail-eta0.5_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed0_A_Stable-Tail-eta0.5_seed0,2.0,0.0,166775.0,"[[0, 49, 40, 6, 19, 24, 41, 4, 32, 39, 48, 0], [0, 20, 5, 36, 31, 9, 43, 8, 7, 22, 46, 0], [0, 42, 14, 12, 13, 17, 44, 29, 47, 21, 27, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 3, 15, 0], [0, 1, 16, 11, 45, 25, 2, 28, 26, 23, 30, 0]]",2.4683651862203706,0.042985026204232696,0.09824344565602237,0.26565452190450767,39.0,0.7488397888292052,0.09418384999941198,0.2451793866659575,0.6884798584738328,0.6715396207483748,0.5313090438090153,1.1312958171965284,0.024970230171734446,0.04028622602806031,0.35940530473337534,0.23743653494583938,0.7145433736219897,0.6477854636194542,0.2390890697140569,133998.0,0.24460812847952954
J-balanced,A,2,0.3,0.15680910043806132,0.653323873479961,0.02091724621059149,0.012522238016537757,0.07822893142718296,0.0652368935344227,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173594.0,"[[0, 14, 42, 16, 45, 11, 39, 32, 47, 21, 27, 0], [0, 1, 25, 2, 28, 26, 23, 30, 49, 12, 48, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 20, 44, 29, 4, 41, 24, 6, 19, 17, 13, 0], [0, 15, 3, 38, 50, 5, 43, 8, 7, 22, 46, 0]]",2.1869145077196954,0.03669474539770822,0.08511685628486947,0.26565452190450767,38.0,0.7735070733819737,0.0942011733667149,0.31126970677201116,0.6545242442752401,0.629559295985382,0.5313090438090153,1.2361207809762513,0.02922967191031638,0.05295023127446682,0.5265179017371803,0.32971946746182157,0.7292964861262254,0.6616498554094417,0.3984817828567615,133998.0,0.29549694771563756
J-balanced,A,3,0.2,0.47108609700682236,0.44640345589712677,0.08427030895054934,0.05216404089457821,0.13134742783797132,0.30228055685829053,A_Stable-Tail-GNN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed1_A_Stable-Tail-GNN_seed1,1.5,0.0,160658.0,"[[0, 27, 21, 47, 29, 4, 32, 41, 24, 6, 19, 0], [0, 37, 10, 35, 18, 34, 33, 36, 31, 9, 40, 0], [0, 49, 13, 17, 44, 20, 16, 3, 14, 42, 48, 0], [0, 12, 30, 23, 26, 28, 2, 25, 11, 45, 15, 0], [0, 39, 38, 50, 5, 43, 8, 7, 22, 46, 1, 0]]",2.5728660437503645,0.04616454222846692,0.0673000696386989,0.26565452190450767,39.0,0.964753222764858,0.09531349520162793,0.3326180870342177,0.7131942959127111,0.6979956208193261,0.5313090438090153,1.2987278328754952,0.03439385180633065,0.04750492844415126,0.5852533093850192,0.39819754523724904,0.7996044413767436,0.7620301587210779,0.2870199778228758,133997.0,0.19896714105539676
