weight_setting,customer_set,seed,budget,rerank_score,cost_norm,common_risk_norm,cvar90_norm,load_risk_norm,top10_share_norm,risk_source,run_dir,beta,lambda_concentration,pyvrp_cost,routes,common_global_risk,common_global_cvar90,common_global_cvar95,common_max_edge_risk,common_high_risk_edge_hits,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden,load_global_risk,load_cvar90,load_cvar95,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden,baseline_cost,cost_increase_pct
J-balanced,A,3,0.25,0.0537709260980733,0.5509342977697408,0.002942665744444585,0.0052373688426307595,0.02927953066168608,0.02214798401336224,A_Stable-Tail-eta0.5_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed0_A_Stable-Tail-eta0.5_seed0,2.0,0.0,166901.0,"[[0, 48, 1, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 49, 37, 10, 35, 18, 34, 33, 36, 5, 20, 0], [0, 42, 14, 3, 15, 16, 39, 32, 47, 21, 27, 0]]",2.0632901029659405,0.03428233266368782,0.04669503842422126,0.26565452190450767,37.0,0.7614923857269444,0.0942011733667149,0.32850162528291316,0.6463697635379806,0.6185403337725612,0.5313090438090153,0.9785337781969126,0.020142483350158204,0.030252198892260777,0.367499565651161,0.2981319511573681,0.6995208636270087,0.6212819265429691,0.2390890697140569,133997.0,0.2455577363672321
J-balanced,A,3,0.3,0.0537709260980733,0.5509342977697408,0.002942665744444585,0.0052373688426307595,0.02927953066168608,0.02214798401336224,A_Stable-Tail-eta0.5_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed0_A_Stable-Tail-eta0.5_seed0,2.0,0.0,166901.0,"[[0, 48, 1, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 12, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 49, 37, 10, 35, 18, 34, 33, 36, 5, 20, 0], [0, 42, 14, 3, 15, 16, 39, 32, 47, 21, 27, 0]]",2.0632901029659405,0.03428233266368782,0.04669503842422126,0.26565452190450767,37.0,0.7614923857269444,0.0942011733667149,0.32850162528291316,0.6463697635379806,0.6185403337725612,0.5313090438090153,0.9785337781969126,0.020142483350158204,0.030252198892260777,0.367499565651161,0.2981319511573681,0.6995208636270087,0.6212819265429691,0.2390890697140569,133997.0,0.2455577363672321
J-balanced,A,4,0.2,0.622355125741411,0.4208443924232183,0.09344324045722002,0.17036124194731883,0.0426368366761834,0.2911051294267399,A_Stable-Tail-eta0.7_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p7_seed7_A_Stable-Tail-eta0.7_seed7,1.0,0.0,159525.0,"[[0, 1, 16, 11, 39, 45, 15, 3, 14, 42, 48, 0], [0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 12, 36, 5, 33, 34, 18, 35, 10, 37, 49, 0], [0, 20, 44, 17, 13, 30, 23, 26, 28, 2, 25, 0]]",2.5946610237043886,0.061420947667626014,0.11436713922963711,0.26565452190450767,42.0,0.9587318005984415,0.09872244522184788,0.3430178423120702,0.7089605772232341,0.6933523541727796,0.5313090438090153,1.0302976335173715,0.02163393705828727,0.030651010013754483,0.37347849121342236,0.2815524425942413,0.7050029629465158,0.6253883560903685,0.2345459115180038,133997.0,0.19051172787450465
J-balanced,A,4,0.25,0.25013185856399756,0.48304456057633655,0.040861768090528834,0.02527345271735213,0.09887471901745683,0.11969693204261529,A_Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed0_A_Stable-Tail-GNN_seed0,1.5,0.0,163298.0,"[[0, 48, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 1, 45, 39, 32, 4, 41, 24, 19, 6, 49, 0], [0, 12, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0]]",2.285551307422933,0.03746287306184317,0.09135039481122627,0.26565452190450767,40.0,0.8842804404491222,0.11821519561844178,0.32110283050878397,0.6692358902699496,0.6451067549638814,0.5313090438090153,1.2222169678483996,0.028594808539175957,0.05215041375463851,0.42140829847420247,0.2927324877855628,0.757003272735292,0.696881076693356,0.2870199778228758,133997.0,0.21866907468077643
J-balanced,A,4,0.3,0.14924401936715453,0.6521868148172572,0.021382451603393447,0.0233067952384271,0.048117466812843825,0.06626102094812612,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173558.0,"[[0, 27, 21, 47, 32, 39, 45, 15, 16, 42, 48, 0], [0, 13, 17, 19, 6, 24, 41, 4, 29, 44, 20, 0], [0, 14, 3, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 12, 49, 30, 23, 26, 28, 2, 25, 11, 1, 0]]",2.171038614611589,0.03713812259969763,0.05092160752951578,0.26565452190450767,37.0,0.7614248617161911,0.05987932159801111,0.30911948094706765,0.6560965816104132,0.6300663567252274,0.5313090438090153,1.0490010206961324,0.02310505409449718,0.03497556043804874,0.411297152802493,0.31315195168748344,0.7368410098675844,0.6684386512496464,0.2870199778228758,133997.0,0.295237953088502
J-balanced,A,5,0.2,0.5338641635551042,0.44844445932822075,0.09322151674907758,0.055318963094720716,0.14983645492699882,0.36033653137917276,A_Stable-Tail-eta0.7_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p7_seed6_A_Stable-Tail-eta0.7_seed6,1.0,0.0,160781.0,"[[0, 48, 40, 5, 36, 33, 34, 18, 35, 10, 37, 0], [0, 20, 44, 17, 13, 12, 49, 14, 3, 16, 42, 0], [0, 30, 23, 26, 28, 2, 25, 45, 15, 11, 1, 0], [0, 27, 21, 47, 29, 4, 32, 41, 24, 6, 19, 0], [0, 39, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0]]",2.7105231655918463,0.04845457414812064,0.12275525505773335,0.26565452190450767,40.0,0.964753222764858,0.09531349520162793,0.30304201526829044,0.7163756752927319,0.7050451170112679,0.5313090438090153,1.5092629834490503,0.04044841726073819,0.07026199838961121,0.5852533093850192,0.31294377660724226,0.7973028561183735,0.7591686237147007,0.2922199740949584,133999.0,0.199867163187785
J-balanced,A,5,0.25,0.41622124857152576,0.4639496333009611,0.07677894154545499,0.04460576343688246,0.09841510322254338,0.303631353859525,A_Stable-Tail-GNN_seed5,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed5_A_Stable-Tail-GNN_seed5,1.5,0.0,161707.0,"[[0, 48, 20, 44, 17, 13, 14, 42, 16, 3, 15, 0], [0, 40, 9, 31, 36, 43, 8, 7, 22, 46, 45, 0], [0, 1, 11, 25, 2, 28, 26, 23, 30, 49, 12, 0], [0, 6, 19, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 39, 38, 50, 5, 33, 34, 18, 35, 10, 37, 0]]",2.5931966347712736,0.04551767339585774,0.11436411005126788,0.26565452190450767,40.0,0.9647532227648579,0.09531349520162793,0.341678339309176,0.7055625937897625,0.6905662392053792,0.5313090438090153,1.3057809575947101,0.030983102847484,0.04871708973124247,0.4683134852784581,0.3305927433907434,0.7469960874202588,0.6917743325699035,0.34535087847585993,133999.0,0.20677766251986957
J-balanced,A,5,0.3,0.1463414296781189,0.6429289039215029,0.031281118245043454,0.020798962942215896,0.0,0.1469247710972873,A_Stable-Tail-eta0.7_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p7_seed7_A_Stable-Tail-eta0.7_seed7,2.0,0.0,172396.0,"[[0, 48, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 12, 19, 6, 24, 41, 4, 32, 39, 45, 1, 0], [0, 15, 3, 14, 13, 17, 44, 29, 47, 21, 27, 0], [0, 49, 37, 10, 35, 18, 34, 33, 36, 5, 20, 0]]",2.268545434967205,0.038991312223208084,0.09135039481122624,0.26565452190450767,38.0,0.8873326114544487,0.09078002148828596,0.32680308816982495,0.6721786597493133,0.6505533944804567,0.5313090438090153,0.9163375860263198,0.018447041765373113,0.028165830387671117,0.35027199640963014,0.2649093609676729,0.6964570735979503,0.6185646482693664,0.2390890697140569,133999.0,0.2865469145292129
J-balanced,A,6,0.2,0.6044242608378019,0.3788297194398601,0.10993290681068942,0.09801887378814722,0.13203798468317715,0.3328312435352817,A_TEG-low_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed1_A_TEG-low_seed1,1.0,0.0,157181.0,"[[0, 27, 21, 47, 29, 4, 19, 6, 24, 41, 42, 0], [0, 30, 23, 26, 28, 2, 25, 45, 11, 15, 48, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 1, 16, 3, 14, 49, 12, 13, 17, 44, 20, 0], [0, 39, 32, 18, 35, 10, 37, 34, 33, 5, 36, 0]]",2.723608279368415,0.05269493139200951,0.07394568454213735,0.3734145939377382,37.0,1.0570334240441421,0.121937082458601,0.3122996939795144,0.7213065742177693,0.7086944587576343,0.5313090438090153,1.330434119241728,0.03285794977758087,0.05503398812759765,0.43976156874114913,0.2697437432759642,0.7751684577948956,0.7175706232703828,0.2922199740949584,133997.0,0.17301879892833422
J-balanced,A,6,0.25,0.4238183298404215,0.5374107420055884,0.1015119151257446,0.06200382067581601,0.061159779987515164,0.2742779867510594,A_Stable-Tail-eta0.3_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p3_seed0_A_Stable-Tail-eta0.3_seed0,2.0,0.0,166886.0,"[[0, 46, 22, 7, 8, 43, 50, 38, 31, 9, 40, 0], [0, 15, 3, 14, 13, 17, 44, 29, 47, 21, 27, 0], [0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 48, 0], [0, 1, 45, 39, 32, 4, 41, 24, 6, 19, 12, 0], [0, 49, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0]]",2.6716147542712765,0.0460724075714481,0.11129062102085421,0.3904537879556458,41.0,0.8810464578169189,0.11821519561844178,0.23166641726842796,0.7082308262402508,0.6917289681247187,0.5313090438090153,1.1069183760128745,0.026472699572348428,0.047349030854808065,0.34598985326334986,0.22656575825314973,0.7223395315940748,0.6570016554554625,0.2390890697140569,133997.0,0.24544579356254245
J-balanced,A,6,0.3,0.14617013256067918,0.6495367571365546,0.03784512225620783,0.015182872795920795,0.021704049871443844,0.11251042968237182,A_Stable-Tail-eta0.7_seed2,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p7_seed2_A_Stable-Tail-eta0.7_seed2,2.0,0.0,173748.0,"[[0, 42, 14, 30, 23, 26, 28, 2, 25, 45, 1, 0], [0, 19, 6, 24, 41, 4, 32, 39, 16, 3, 15, 0], [0, 11, 46, 22, 5, 33, 34, 18, 35, 10, 37, 0], [0, 20, 43, 8, 7, 36, 50, 38, 31, 9, 40, 0], [0, 48, 12, 49, 13, 17, 44, 29, 47, 21, 27, 0]]",2.278518416361963,0.03746287306184316,0.09135039481122627,0.26565452190450767,40.0,0.9302633804818787,0.09076702896280879,0.3416823138843301,0.6690184393097125,0.6448576901653693,0.5313090438090153,0.9824939936601074,0.021326923758654685,0.035675292326388316,0.4481576875721355,0.36453916868519864,0.7029944697012167,0.6365538148584392,0.18595816533315537,133997.0,0.29665589528123765
J-balanced,A,7,0.2,0.6146656002783291,0.42583259380808064,0.12075931084461368,0.0906827081170792,0.10377491175512575,0.4175319228888625,A_Stable-Tail-eta0.7_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p7_seed7_A_Stable-Tail-eta0.7_seed7,1.0,0.0,159430.0,"[[0, 40, 9, 31, 36, 7, 8, 43, 22, 46, 1, 0], [0, 13, 17, 44, 20, 16, 15, 3, 14, 42, 48, 0], [0, 45, 11, 25, 2, 28, 26, 23, 30, 12, 49, 0], [0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 37, 10, 35, 18, 34, 33, 5, 50, 38, 39, 0]]",2.7782559709130332,0.04921673464379689,0.11988511501860756,0.26565452190450767,41.0,0.9587318005984415,0.09531349520162793,0.2811824478333793,0.7305558103256442,0.7213069496466762,0.5313090438090153,1.3020021298228461,0.03251222474355494,0.04134193867623924,0.44199180768419744,0.2848822409500684,0.7698300034441674,0.7207069936724552,0.34535087847585993,133998.0,0.18979387752056
J-balanced,A,7,0.25,0.2471657374565335,0.5492523818294459,0.039498729231630954,0.023761297076777068,0.09725584320158076,0.1257771417395353,A_Stable-Tail-eta0.5_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_tail_aware_10seed_Stable-Tail-eta0p5_seed0_A_Stable-Tail-eta0.5_seed0,2.0,0.0,166801.0,"[[0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 30, 23, 26, 28, 2, 25, 45, 11, 16, 42, 0], [0, 20, 5, 36, 33, 34, 18, 35, 10, 37, 48, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0], [0, 1, 39, 32, 4, 41, 24, 6, 19, 12, 49, 0]]",2.285065504573371,0.03746287306184316,0.09135039481122627,0.26565452190450767,40.0,0.8780618108223462,0.11821519561844178,0.3191640376195468,0.6661889229425499,0.6418611319070238,0.5313090438090153,1.2784598568220726,0.03050831737824505,0.057468503752741894,0.42140829847420247,0.30418203714949255,0.7497829439415695,0.6975054556006494,0.2922199740949584,133998.0,0.24480216122628695
J-balanced,A,7,0.3,0.14008192397853667,0.6623913735076938,0.020791119483645513,0.021912308213735084,0.027498262561979542,0.09593585101088288,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173558.0,"[[0, 27, 21, 47, 32, 39, 45, 11, 15, 16, 42, 0], [0, 40, 9, 31, 36, 5, 43, 8, 7, 22, 46, 0], [0, 13, 17, 19, 6, 24, 41, 4, 29, 44, 20, 0], [0, 12, 49, 30, 23, 26, 28, 2, 25, 1, 48, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 3, 14, 0]]",2.1715244174611508,0.03713812259969763,0.05092160752951578,0.26565452190450767,37.0,0.7735070733819737,0.0942011733667149,0.307935870190281,0.6591638511724316,0.6337352470971667,0.5313090438090153,1.026544726032732,0.02354670753245535,0.033073681792669354,0.39308008951607837,0.31378733723086905,0.7466560316817208,0.6839096768413355,0.2870199778228758,133998.0,0.29522828698935805
