objective,customer_set,seed,budget,rerank_score,cost_norm,common_risk_norm,cvar90_norm,load_risk_norm,top10_share_norm,risk_source,run_dir,beta,lambda_concentration,pyvrp_cost,routes,common_global_risk,common_global_cvar90,common_global_cvar95,common_max_edge_risk,common_high_risk_edge_hits,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden,load_global_risk,load_cvar90,load_cvar95,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden,baseline_cost,cost_increase_pct
J-common,A,3,0.25,0.06489193923883972,0.48853057397361194,0.06489193923883972,0.0419658134819475,0.1383342023044316,0.2167985032967503,A_Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed0_A_Stable-Tail-GNN_seed0,1.5,0.0,163174.0,"[[0, 1, 45, 39, 32, 4, 41, 24, 19, 6, 40, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 3, 14, 0], [0, 30, 23, 26, 28, 2, 25, 11, 15, 16, 42, 0], [0, 46, 22, 7, 8, 43, 9, 31, 36, 5, 20, 0], [0, 27, 21, 47, 29, 44, 17, 13, 49, 12, 48, 0]]",2.4514466765164253,0.043582269290551985,0.10381156399401684,0.26565452190450767,38.0,0.8804914715246259,0.11821519561844178,0.2636698278734746,0.6942439976733721,0.6737499537264139,0.5313090438090153,1.3206458277341224,0.034056843809432774,0.05870731837916165,0.417173211229699,0.2681047873831366,0.777129013850697,0.7257616051510428,0.2922199740949584,133997.0,0.21774368082867526
J-common,A,3,0.3,0.02284429851072202,0.6633346728283437,0.02284429851072202,0.014764763609247267,0.08543085578230197,0.06758924990966866,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173614.0,"[[0, 27, 21, 47, 32, 39, 15, 3, 14, 42, 48, 0], [0, 40, 9, 31, 36, 5, 43, 8, 7, 22, 46, 0], [0, 30, 23, 26, 28, 2, 25, 11, 45, 16, 1, 0], [0, 49, 12, 19, 6, 24, 41, 4, 29, 44, 20, 0], [0, 13, 17, 38, 50, 33, 34, 18, 35, 10, 37, 0]]",2.187988088057198,0.036694745397708214,0.08511685628486947,0.26565452190450767,38.0,0.7488397888292051,0.09418384999941198,0.3024883571260506,0.656033533000068,0.6314290485296205,0.5313090438090153,1.154684369747678,0.027686097755153894,0.037773231273707956,0.4209102692910752,0.3183978386411388,0.7606553244802525,0.7048274025406004,0.2922199740949584,133997.0,0.2956558728926767
J-common,A,4,0.2,0.12149199163527279,0.43924232183187983,0.12149199163527279,0.10083317472000868,0.13157883991710764,0.39369994684407233,A_Stable-Tail-GNN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed1_A_Stable-Tail-GNN_seed1,1.5,0.0,160641.0,"[[0, 1, 45, 11, 25, 2, 28, 26, 23, 30, 12, 0], [0, 48, 42, 14, 3, 16, 20, 44, 17, 13, 49, 0], [0, 19, 6, 24, 41, 32, 4, 29, 47, 21, 27, 0], [0, 37, 10, 35, 18, 34, 33, 5, 50, 38, 39, 0], [0, 40, 9, 31, 36, 7, 8, 43, 22, 46, 15, 0]]",2.7595506916511785,0.04993990828678932,0.12699906688250098,0.26565452190450767,40.0,0.9587318005984415,0.09531349520162793,0.29058587701207994,0.7308772399493937,0.7222293187378661,0.5313090438090153,1.3338241772887174,0.03226418674390417,0.05933272997610029,0.4154057827556588,0.2625570899618792,0.7647849414724492,0.716664859537047,0.2922199740949584,133997.0,0.19884027254341516
J-common,A,4,0.25,0.040861768090528834,0.48304456057633655,0.040861768090528834,0.02527345271735213,0.09887471901745683,0.11969693204261529,A_Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed0_A_Stable-Tail-GNN_seed0,1.5,0.0,163298.0,"[[0, 48, 37, 10, 35, 18, 34, 33, 5, 36, 20, 0], [0, 1, 45, 39, 32, 4, 41, 24, 19, 6, 49, 0], [0, 12, 30, 23, 26, 28, 2, 25, 11, 16, 42, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 3, 15, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0]]",2.285551307422933,0.03746287306184317,0.09135039481122627,0.26565452190450767,40.0,0.8842804404491222,0.11821519561844178,0.32110283050878397,0.6692358902699496,0.6451067549638814,0.5313090438090153,1.2222169678483996,0.028594808539175957,0.05215041375463851,0.42140829847420247,0.2927324877855628,0.757003272735292,0.696881076693356,0.2870199778228758,133997.0,0.21866907468077643
J-common,A,4,0.3,0.021382451603393447,0.6521868148172572,0.021382451603393447,0.0233067952384271,0.048117466812843825,0.06626102094812612,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173558.0,"[[0, 27, 21, 47, 32, 39, 45, 15, 16, 42, 48, 0], [0, 13, 17, 19, 6, 24, 41, 4, 29, 44, 20, 0], [0, 14, 3, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 12, 49, 30, 23, 26, 28, 2, 25, 11, 1, 0]]",2.171038614611589,0.03713812259969763,0.05092160752951578,0.26565452190450767,37.0,0.7614248617161911,0.05987932159801111,0.30911948094706765,0.6560965816104132,0.6300663567252274,0.5313090438090153,1.0490010206961324,0.02310505409449718,0.03497556043804874,0.411297152802493,0.31315195168748344,0.7368410098675844,0.6684386512496464,0.2870199778228758,133997.0,0.295237953088502
J-common,A,5,0.2,0.09685378898769237,0.38058002076286795,0.09685378898769237,0.12981561159342447,0.20740917538265136,0.3663308187479559,A_GCN_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed3_A_GCN_seed3,1.0,0.0,156728.0,"[[0, 15, 11, 25, 2, 28, 26, 23, 30, 12, 49, 0], [0, 13, 17, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 48, 27, 21, 47, 29, 44, 20, 16, 3, 14, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 42, 41, 24, 6, 19, 4, 32, 39, 45, 1, 0]]",2.7364413624360155,0.06887697548522559,0.11719895659515125,0.3734145939377382,39.0,0.9565172504499619,0.09713497855578082,0.30950083741808276,0.7160300874862928,0.7065756748569941,0.5313090438090153,1.7560260849906753,0.05010235063354992,0.09066116865719616,0.6729641858257062,0.3371400372601556,0.8175688859246915,0.7832114523735011,0.34535087847585993,133999.0,0.16962066881096127
J-common,A,5,0.25,0.07386165489861043,0.5274438230467834,0.07386165489861043,0.0469654056382185,0.1418834336128855,0.32064832093760604,A_Stable-Tail-GNN_seed8,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed8_A_Stable-Tail-GNN_seed8,1.5,0.0,165499.0,"[[0, 27, 21, 47, 29, 4, 32, 41, 24, 6, 19, 0], [0, 1, 11, 45, 25, 2, 28, 26, 23, 30, 12, 0], [0, 39, 38, 50, 5, 33, 34, 18, 35, 10, 37, 0], [0, 40, 9, 31, 36, 43, 8, 7, 22, 46, 15, 0], [0, 42, 14, 3, 16, 20, 44, 17, 13, 49, 48, 0]]",2.5723802409008023,0.046164542228466936,0.0673000696386989,0.26565452190450767,39.0,0.964753222764858,0.09531349520162793,0.34371849537407506,0.7106330735199438,0.6949112848912867,0.5313090438090153,1.4982966217194895,0.038337668064859325,0.0735337236527692,0.5852533093850192,0.3597004575187046,0.7847263347608775,0.7443142428476209,0.2922199740949584,133999.0,0.23507638116702365
J-common,A,5,0.3,0.030848120899044398,0.5984896687987676,0.030848120899044398,0.020798962942215896,0.0595596309852166,0.12487803771019873,A_GCN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed1_A_GCN_seed1,2.0,0.0,169742.0,"[[0, 12, 19, 6, 24, 41, 4, 32, 39, 11, 1, 0], [0, 15, 3, 16, 45, 25, 2, 28, 26, 23, 30, 0], [0, 20, 5, 36, 33, 34, 18, 35, 10, 37, 49, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 42, 48, 0]]",2.2654557683042,0.038991312223208084,0.09135039481122627,0.26565452190450767,38.0,0.7422193329319119,0.11370956618575043,0.30183507139114085,0.6672325377392432,0.6449240679763635,0.5313090438090153,1.1744960985568205,0.028037708824798606,0.04511407528638357,0.4451784302555568,0.3320998738491905,0.7462522624200367,0.6877678157689946,0.2870199778228758,133999.0,0.26674079657310873
J-common,A,6,0.2,0.10993290681068942,0.3788297194398601,0.10993290681068942,0.09801887378814722,0.13203798468317715,0.3328312435352817,A_TEG-low_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed1_A_TEG-low_seed1,1.0,0.0,157181.0,"[[0, 27, 21, 47, 29, 4, 19, 6, 24, 41, 42, 0], [0, 30, 23, 26, 28, 2, 25, 45, 11, 15, 48, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 1, 16, 3, 14, 49, 12, 13, 17, 44, 20, 0], [0, 39, 32, 18, 35, 10, 37, 34, 33, 5, 36, 0]]",2.723608279368415,0.05269493139200951,0.07394568454213735,0.3734145939377382,37.0,1.0570334240441421,0.121937082458601,0.3122996939795144,0.7213065742177693,0.7086944587576343,0.5313090438090153,1.330434119241728,0.03285794977758087,0.05503398812759765,0.43976156874114913,0.2697437432759642,0.7751684577948956,0.7175706232703828,0.2922199740949584,133997.0,0.17301879892833422
J-common,A,6,0.25,0.08411416733586347,0.48154381607542607,0.08411416733586347,0.07897812893224458,0.16560898663006135,0.24257379470162876,A_Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed0_A_Stable-Tail-GNN_seed0,1.5,0.0,163467.0,"[[0, 1, 16, 45, 11, 25, 2, 28, 26, 23, 30, 0], [0, 39, 32, 4, 41, 24, 6, 19, 29, 47, 21, 0], [0, 12, 40, 9, 31, 36, 7, 8, 43, 22, 46, 0], [0, 27, 35, 18, 34, 33, 5, 50, 38, 3, 15, 0], [0, 42, 14, 49, 37, 10, 13, 17, 44, 20, 48, 0]]",2.564196261273109,0.049193679124627104,0.11321808352526108,0.26565452190450767,36.0,0.7488397888292051,0.09418384999941198,0.12427192607071302,0.6967047775421096,0.6825428493197319,0.5313090438090153,1.4363009013267765,0.0374730030915346,0.06833346450790394,0.35968644583674325,0.13787922112510498,0.781650928295331,0.7335449301960526,0.2870199778228758,133997.0,0.21993029694694657
J-common,A,6,0.3,0.06846012510002462,0.5516266605663491,0.06846012510002462,0.045213816301191014,0.06621296315595235,0.22245968530795668,A_Stable-Tail-GNN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed0_A_Stable-Tail-GNN_seed0,2.0,0.0,167756.0,"[[0, 48, 49, 12, 13, 17, 44, 29, 47, 21, 27, 0], [0, 20, 5, 36, 31, 9, 43, 8, 7, 22, 46, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 3, 15, 0], [0, 14, 42, 16, 45, 25, 2, 28, 26, 23, 30, 0], [0, 40, 6, 19, 24, 41, 4, 32, 39, 11, 1, 0]]",2.467543887264015,0.0429850262042327,0.09824344565602236,0.26565452190450767,39.0,0.8978676639822751,0.11821519561844178,0.26715820182952776,0.6934224747070541,0.6767148945098854,0.5313090438090153,1.1228536835790648,0.02528715223292794,0.04061241617943193,0.485046606288048,0.3008915678476647,0.7364956716338267,0.6761306787025064,0.2390890697140569,133997.0,0.2519384762345426
J-common,A,7,0.2,0.1290221257159521,0.43279808449006246,0.1290221257159521,0.1205711277325577,0.24842952952952352,0.4280540760357962,A_Stable-Tail-GNN_seed4,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_Stable-Tail-GNN_seed4_A_Stable-Tail-GNN_seed4,1.0,0.0,159846.0,"[[0, 48, 1, 41, 24, 19, 6, 17, 13, 12, 49, 0], [0, 27, 21, 47, 29, 4, 32, 39, 11, 45, 15, 0], [0, 42, 14, 3, 16, 25, 2, 28, 26, 23, 30, 0], [0, 20, 44, 38, 50, 33, 34, 18, 35, 10, 37, 0], [0, 40, 9, 31, 36, 5, 43, 8, 7, 22, 46, 0]]",2.8284050276732007,0.05446624061808244,0.13335377188302813,0.3734145939377382,38.0,0.8892961468088297,0.11821519561844178,0.24237532754582913,0.7316292756429255,0.7241721676830248,0.5313090438090153,1.8243924796858715,0.052430591080215236,0.08939521996037536,0.4924855427151384,0.21115659918898166,0.8106765280281234,0.7820715311263963,0.29873167515019056,133998.0,0.19289840146867865
J-common,A,7,0.25,0.10684299906378655,0.4904308222962678,0.10684299906378655,0.10652755856806324,0.11318371234547937,0.3848751469314842,A_GCN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed1_A_GCN_seed1,1.5,0.0,163288.0,"[[0, 12, 13, 17, 44, 20, 16, 3, 14, 42, 48, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 15, 11, 45, 25, 2, 28, 26, 23, 30, 49, 0], [0, 36, 5, 33, 34, 37, 10, 35, 18, 32, 39, 0], [0, 1, 41, 24, 19, 6, 4, 29, 47, 21, 27, 0]]",2.6937944502017697,0.05199967325929418,0.07291670250571868,0.3734145939377382,37.0,0.9278114020510012,0.10135363481426367,0.28025172958643596,0.7230161425277057,0.7124143986473264,0.5313090438090153,1.3359800747222739,0.03241192437382431,0.05950884520535759,0.4933034566084231,0.31000768988727656,0.7724349681722564,0.7121212687934853,0.33607313454396437,133998.0,0.2185853520201794
J-common,A,7,0.3,0.020791119483645513,0.6623913735076938,0.020791119483645513,0.021912308213735084,0.027498262561979542,0.09593585101088288,A_TEG-low_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_TEG-low_seed0_A_TEG-low_seed0,2.0,0.0,173558.0,"[[0, 27, 21, 47, 32, 39, 45, 11, 15, 16, 42, 0], [0, 40, 9, 31, 36, 5, 43, 8, 7, 22, 46, 0], [0, 13, 17, 19, 6, 24, 41, 4, 29, 44, 20, 0], [0, 12, 49, 30, 23, 26, 28, 2, 25, 1, 48, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 3, 14, 0]]",2.1715244174611508,0.03713812259969763,0.05092160752951578,0.26565452190450767,37.0,0.7735070733819737,0.0942011733667149,0.307935870190281,0.6591638511724316,0.6337352470971667,0.5313090438090153,1.026544726032732,0.02354670753245535,0.033073681792669354,0.39308008951607837,0.31378733723086905,0.7466560316817208,0.6839096768413355,0.2870199778228758,133998.0,0.29522828698935805
