route_pool,customer_set,seed,budget,rerank_score,cost_norm,common_risk_norm,cvar90_norm,load_risk_norm,top10_share_norm,risk_source,run_dir,beta,lambda_concentration,pyvrp_cost,routes,common_global_risk,common_global_cvar90,common_global_cvar95,common_max_edge_risk,common_high_risk_edge_hits,common_max_vehicle_risk,common_max_vehicle_cvar90,common_vehicle_risk_gini,common_edge_burden_gini_used,common_top10_burden_share,common_max_edge_burden,load_global_risk,load_cvar90,load_cvar95,load_max_vehicle_risk,load_vehicle_gini,load_edge_burden_gini_used,load_top10_burden_share,load_max_edge_burden,baseline_cost,cost_increase_pct
GCN-only pool,A,3,0.25,0.6986390125982057,0.5074742833978008,0.1229136681497326,0.10006765321570105,0.22741713223835358,0.2963458115574349,A_GCN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.5,0.0,164042.0,"[[0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 48, 0], [0, 39, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 1, 41, 24, 6, 19, 40, 14, 3, 16, 42, 0], [0, 15, 45, 11, 25, 2, 28, 26, 23, 30, 12, 0], [0, 27, 21, 47, 32, 4, 29, 44, 17, 13, 49, 0]]",2.6133622929935827,0.04828407024988278,0.11657359516934329,0.3734145939377382,38.0,0.7935358425609914,0.08117739740445616,0.2839288507188076,0.7041862586432639,0.6897872826737572,0.5313090438090153,1.5732309936019944,0.04064535476210089,0.07900042014438195,0.5230337247823758,0.32814969739840105,0.787226002318544,0.7464061279813414,0.33607313454396437,133997.0,0.22422143779338344
GCN-only pool,A,3,0.3,0.6346029006527916,0.6764015337060622,0.12589033373094433,0.09527732966751658,0.16119094646808155,0.313933922237465,A_GCN_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed6_A_GCN_seed6,2.0,0.0,174043.0,"[[0, 49, 37, 10, 35, 18, 34, 33, 36, 5, 20, 0], [0, 1, 41, 24, 19, 6, 4, 32, 39, 45, 11, 0], [0, 48, 42, 14, 13, 17, 44, 29, 47, 21, 27, 0], [0, 12, 30, 23, 26, 28, 2, 25, 16, 3, 15, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0]]",2.627130203992483,0.04756626816460629,0.11015467475299373,0.3734145939377382,39.0,0.7962911961455291,0.11370956618575043,0.27754631368990657,0.7069592348181806,0.6943792419473579,0.5313090438090153,1.3867185680491958,0.034823036641093395,0.05029687625917283,0.5473076711593216,0.330873563201056,0.7746060159906423,0.7204570837447247,0.33607313454396437,133997.0,0.2988574371068009
GCN-only pool,A,4,0.2,0.9533917008485138,0.44949665563137625,0.16521080819142242,0.2622122912799772,0.05887839916877544,0.4097558218567231,A_GCN_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed7_A_GCN_seed7,1.0,0.0,160609.0,"[[0, 20, 5, 36, 33, 34, 18, 35, 10, 37, 14, 0], [0, 46, 22, 7, 8, 43, 50, 38, 31, 9, 40, 0], [0, 1, 45, 39, 32, 4, 6, 19, 24, 41, 42, 0], [0, 15, 3, 16, 11, 25, 2, 28, 26, 23, 30, 0], [0, 12, 49, 13, 17, 44, 29, 47, 21, 27, 48, 0]]",3.016559679295904,0.07658813922944188,0.14470152235326889,0.3904537879556458,40.0,0.9565172504499619,0.11370956618575043,0.22705679584193028,0.7344340604505086,0.7267485034829958,0.5313090438090153,1.1611038176057327,0.02864117649707079,0.04815925760135334,0.3454335897411376,0.21682477665425792,0.7478964676444322,0.6843221444966844,0.2390890697140569,133997.0,0.19860146122674388
GCN-only pool,A,4,0.25,0.8010171476363611,0.549641916086751,0.13348800913974437,0.12824420678637213,0.2063039326859981,0.40947358447574883,A_GCN_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed6_A_GCN_seed6,1.5,0.0,166538.0,"[[0, 48, 1, 41, 24, 19, 6, 17, 13, 12, 49, 0], [0, 37, 10, 35, 18, 34, 33, 50, 38, 44, 20, 0], [0, 27, 21, 47, 29, 4, 32, 39, 11, 45, 15, 0], [0, 40, 9, 31, 36, 5, 43, 8, 7, 22, 46, 0], [0, 42, 14, 3, 16, 25, 2, 28, 26, 23, 30, 0]]",2.8300714549621646,0.05446624061808245,0.13335377188302813,0.3734145939377382,38.0,0.8892961468088297,0.11821519561844178,0.2419970785183343,0.7334996074331177,0.7266690632241747,0.5313090438090153,1.6524051394606918,0.046174051803370274,0.0776395117484388,0.4924855427151384,0.27476763224948475,0.8058671744744128,0.767971080621035,0.29873167515019056,133997.0,0.2428487204937424
GCN-only pool,A,4,0.3,0.14846891616473484,0.6136916424565908,0.04209577672580084,0.014256302112599414,0.016080835544589316,0.12355939933829171,A_GCN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed1_A_GCN_seed1,2.0,0.0,170330.0,"[[0, 48, 14, 3, 15, 45, 39, 32, 47, 21, 27, 0], [0, 37, 10, 35, 18, 34, 33, 5, 20, 16, 42, 0], [0, 40, 19, 6, 24, 41, 4, 29, 44, 17, 13, 0], [0, 46, 22, 7, 8, 43, 9, 31, 38, 50, 36, 0], [0, 1, 11, 25, 2, 28, 26, 23, 30, 49, 12, 0]]",2.2928056508631034,0.0356436316388903,0.0798389458573021,0.26565452190450767,42.0,0.761424861716191,0.05987932159801111,0.20522225940127137,0.6696899464045889,0.6461939086236744,0.5313090438090153,1.0184792730028265,0.021344480560653977,0.037076492809640135,0.4683134852784581,0.309997859262396,0.7047322100497264,0.624805753240022,0.34535087847585993,133997.0,0.27114786151928777
GCN-only pool,A,5,0.2,0.7302837007090758,0.3839228404445796,0.09685378898769237,0.12981561159342447,0.19349271180285116,0.3606119534633666,A_GCN_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed3_A_GCN_seed3,1.0,0.0,156728.0,"[[0, 15, 11, 25, 2, 28, 26, 23, 30, 12, 49, 0], [0, 13, 17, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 48, 27, 21, 47, 29, 44, 20, 16, 3, 14, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 42, 41, 24, 6, 19, 4, 32, 39, 45, 1, 0]]",2.7364413624360155,0.06887697548522559,0.11719895659515125,0.3734145939377382,39.0,0.9565172504499619,0.09713497855578082,0.30950083741808276,0.7160300874862928,0.7065756748569941,0.5313090438090153,1.7560260849906753,0.05010235063354992,0.09066116865719616,0.6729641858257062,0.3371400372601556,0.8175688859246915,0.7832114523735011,0.34535087847585993,133999.0,0.16962066881096127
GCN-only pool,A,5,0.25,0.5657112615391758,0.49307455829194957,0.09638206127510197,0.12981561159342447,0.023657901803067368,0.3720801505483151,A_GCN_seed9,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed9_A_GCN_seed9,1.5,0.0,163190.0,"[[0, 11, 45, 39, 32, 4, 19, 6, 24, 41, 1, 0], [0, 13, 17, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 40, 9, 31, 36, 33, 34, 18, 35, 10, 37, 0], [0, 49, 12, 30, 23, 26, 28, 2, 25, 15, 48, 0], [0, 42, 14, 3, 16, 20, 44, 29, 47, 21, 27, 0]]",2.7330753339809375,0.06887697548522559,0.11719895659515128,0.3734145939377382,39.0,0.8258257443911523,0.0942011733667149,0.28061088041708815,0.717109496412655,0.7094777283211905,0.5313090438090153,1.0995489910029805,0.026774072835276552,0.0355371697772601,0.3483433617212885,0.24769641529036557,0.7300437408918077,0.6742362189698281,0.18595816533315537,133999.0,0.21784490929036784
GCN-only pool,A,5,0.3,0.1739832735458086,0.6037464950508429,0.030848120899044398,0.020798962942215896,0.043047196399960574,0.11698006072474365,A_GCN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed1_A_GCN_seed1,2.0,0.0,169742.0,"[[0, 12, 19, 6, 24, 41, 4, 32, 39, 11, 1, 0], [0, 15, 3, 16, 45, 25, 2, 28, 26, 23, 30, 0], [0, 20, 5, 36, 33, 34, 18, 35, 10, 37, 49, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 27, 21, 47, 29, 44, 17, 13, 14, 42, 48, 0]]",2.2654557683042,0.038991312223208084,0.09135039481122627,0.26565452190450767,38.0,0.7422193329319119,0.11370956618575043,0.30183507139114085,0.6672325377392432,0.6449240679763635,0.5313090438090153,1.1744960985568205,0.028037708824798606,0.04511407528638357,0.4451784302555568,0.3320998738491905,0.7462522624200367,0.6877678157689946,0.2870199778228758,133999.0,0.26674079657310873
GCN-only pool,A,6,0.2,0.6797010264554305,0.39502398486588747,0.14390432768229433,0.11281790109682387,0.11719179370861364,0.3859382057417497,A_GCN_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed3_A_GCN_seed3,1.0,0.0,157384.0,"[[0, 20, 44, 17, 13, 49, 14, 42, 16, 3, 15, 0], [0, 12, 30, 23, 26, 28, 2, 25, 45, 1, 48, 0], [0, 39, 38, 50, 5, 33, 34, 18, 35, 10, 37, 0], [0, 27, 21, 47, 32, 4, 29, 19, 6, 24, 41, 0], [0, 11, 46, 22, 43, 8, 7, 36, 31, 9, 40, 0]]",2.933357200844143,0.05541620770297776,0.13056451755275958,0.3734145939377382,39.0,1.1122077187704966,0.11533737495316296,0.31761691977446627,0.7302431186635667,0.7241789282747608,0.5313090438090153,1.425879878951314,0.03749182461914555,0.0717258083408693,0.5131336965871262,0.29076313154695277,0.796937230970822,0.7631850472299764,0.2870199778228758,133997.0,0.1745337582184676
GCN-only pool,A,6,0.25,0.6115356396669597,0.5538477129923653,0.11081496438271356,0.08486194347245539,0.16520810982010795,0.3315773570384548,A_GCN_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed6_A_GCN_seed6,1.5,0.0,166787.0,"[[0, 27, 21, 47, 32, 4, 29, 44, 20, 16, 42, 0], [0, 30, 23, 26, 28, 2, 25, 39, 11, 45, 15, 0], [0, 48, 1, 41, 24, 19, 6, 17, 13, 12, 49, 0], [0, 14, 3, 38, 50, 5, 43, 8, 7, 22, 46, 0], [0, 37, 10, 35, 18, 34, 33, 36, 31, 9, 40, 0]]",2.729054346081692,0.050275607334666884,0.11719895659515124,0.3734145939377382,39.0,1.0138045510099971,0.09418384999941198,0.3267065893762009,0.7191980936169831,0.7084367535649017,0.5313090438090153,1.5695624565733965,0.041306031053958865,0.06998466106643564,0.5645504834951274,0.332248224384478,0.8023764567517071,0.7634910527728109,0.29873167515019056,133997.0,0.2447069710515907
GCN-only pool,A,6,0.3,0.4201439068716311,0.6738902776839403,0.0946501404417885,0.0701278335239041,0.04629334134028454,0.27788951608349977,A_GCN_seed6,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed6_A_GCN_seed6,2.0,0.0,173894.0,"[[0, 1, 41, 24, 19, 6, 4, 32, 39, 11, 45, 0], [0, 48, 20, 5, 36, 33, 34, 18, 35, 10, 37, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 15, 3, 14, 13, 17, 44, 29, 47, 21, 27, 0], [0, 12, 49, 30, 23, 26, 28, 2, 25, 16, 42, 0]]",2.629248264956364,0.04756626816460629,0.11015467475299372,0.3734145939377382,39.0,0.8900764984773752,0.11821519561844178,0.3122351909536536,0.7052834975185838,0.6928894728975046,0.5313090438090153,1.2137254862227267,0.028711425763660613,0.04778336389159874,0.5470265300559535,0.3654203338354636,0.7369657160579144,0.6652107292206046,0.33607313454396437,133997.0,0.29774547191355033
GCN-only pool,A,7,0.2,0.7860304882538913,0.3995310945063842,0.14096275730842348,0.14639977649630517,0.135732333172721,0.4330716895602729,A_GCN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.0,0.0,157685.0,"[[0, 15, 11, 25, 2, 28, 26, 23, 30, 49, 12, 0], [0, 10, 37, 13, 17, 44, 20, 16, 3, 14, 42, 0], [0, 40, 9, 31, 36, 7, 8, 43, 22, 46, 45, 0], [0, 48, 39, 38, 50, 5, 33, 34, 18, 35, 27, 0], [0, 1, 41, 24, 19, 6, 29, 4, 32, 47, 21, 0]]",2.9008756591477383,0.05900270148611702,0.13844128388337815,0.3734145939377382,36.0,0.8458277342745499,0.0791290319826983,0.16859360106881205,0.7339339042172874,0.7276953798246747,0.5313090438090153,1.417409773297415,0.03675375018396366,0.05991817309619315,0.5386055009519118,0.33037409031765796,0.7795736837133309,0.7250097445336056,0.34535087847585993,133998.0,0.17677129509395662
GCN-only pool,A,7,0.25,0.621161349250373,0.4940374787052811,0.10684299906378655,0.10652755856806324,0.11318371234547937,0.3761590414099613,A_GCN_seed1,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed1_A_GCN_seed1,1.5,0.0,163288.0,"[[0, 12, 13, 17, 44, 20, 16, 3, 14, 42, 48, 0], [0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 15, 11, 45, 25, 2, 28, 26, 23, 30, 49, 0], [0, 36, 5, 33, 34, 37, 10, 35, 18, 32, 39, 0], [0, 1, 41, 24, 19, 6, 4, 29, 47, 21, 27, 0]]",2.6937944502017697,0.05199967325929418,0.07291670250571868,0.3734145939377382,37.0,0.9278114020510012,0.10135363481426367,0.28025172958643596,0.7230161425277057,0.7124143986473264,0.5313090438090153,1.3359800747222739,0.03241192437382431,0.05950884520535759,0.4933034566084231,0.31000768988727656,0.7724349681722564,0.7121212687934853,0.33607313454396437,133998.0,0.2185853520201794
GCN-only pool,A,7,0.3,0.2858736000590299,0.5986135240440569,0.05943124158888615,0.059991595855998246,0.0,0.21291833351629447,A_GCN_seed3,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed3_A_GCN_seed3,2.0,0.0,169488.0,"[[0, 40, 9, 31, 38, 50, 43, 8, 7, 22, 46, 0], [0, 13, 17, 44, 29, 4, 6, 19, 24, 41, 1, 0], [0, 12, 49, 30, 23, 26, 28, 2, 25, 11, 45, 0], [0, 20, 36, 5, 33, 34, 18, 35, 10, 37, 48, 0], [0, 42, 14, 3, 16, 15, 39, 32, 47, 21, 27, 0]]",2.406040827044176,0.04382624631270506,0.06082003062476679,0.3734145939377382,37.0,0.7332322404385794,0.06213674768351323,0.267395675832899,0.6880074864672632,0.6685844545879323,0.5313090438090153,0.9272404160743656,0.019090298663118944,0.028487946113790328,0.2915638310176022,0.2531152326781141,0.6933243064878944,0.6088163436202833,0.18595816533315537,133998.0,0.2648546993238705
GCN-only pool,A,8,0.2,0.8011675328882505,0.38923703190716685,0.18656468218091854,0.16200797354804763,0.046979337218918296,0.48721513278463685,A_GCN_seed0,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\pyvrp_cvrp\extension_beta_sensitivity_10seed_GCN_seed0_A_GCN_seed0,1.0,0.0,157042.0,"[[0, 1, 39, 32, 4, 29, 19, 6, 24, 41, 42, 0], [0, 46, 22, 43, 8, 7, 36, 31, 9, 47, 21, 0], [0, 14, 3, 38, 50, 5, 33, 34, 18, 35, 27, 0], [0, 15, 16, 11, 45, 25, 2, 28, 26, 23, 30, 0], [0, 48, 49, 12, 40, 10, 37, 13, 17, 44, 20, 0]]",3.1668612025470306,0.07215834397110793,0.09255380476317132,0.3734145939377382,33.0,0.9640874905933425,0.09713497855578082,0.1893861058288111,0.7511883517325206,0.7493929582559089,0.5313090438090153,1.1684860526435124,0.02893791446050476,0.05141056979920986,0.3349849387397613,0.21733307690541315,0.7524946902437875,0.6880980105123178,0.2390890697140569,133998.0,0.17197271601068673
